MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Kişi,Ses Türü
-433.97577,128.05542,39.130203,32.870693,-7.360934,-3.097657,0.9458235,10.588143,-2.2852063,-6.5090346,3.2752361,-8.996316,-4.411544,-1.86553,-15.3272705,-6.4489713,0.47366506,-7.3706875,-3.4277997,-2.2682352,-0.5970852,-5.3159084,-6.8468304,0.52812684,-1.8633738,-1.8683382,-2.495167,-2.1727765,5.3938427,0.79643995,-1.2813739,5.779564,4.457948,4.4737787,3.0435355,2.5379274,1.2433275,0.2788775,2.724246,1.3551693,0.5256739,0.4728601,0.37652612,0.31233308,0.30507904,0.31345695,0.3501617,0.38743272,0.4397348,0.4415856,0.529785,0.53569454,elif,saskin
-420.52606,108.218666,12.792239,56.52702,11.549276,6.792151,-12.017025,-5.488408,-13.102799,-13.629001,-0.24476862,-16.620378,-7.86753,-0.07846627,-16.689405,-10.116908,-1.2356026,-5.2204847,-3.8955722,-7.380796,-4.4951596,-8.572204,-9.601535,-4.6855836,-6.5191607,-6.9183054,-1.2287213,-2.301319,-3.7894795,0.98654133,-1.4520483,0.55819297,0.04829594,-0.56143755,0.1989353,0.067908555,0.8448226,-1.4466808,0.7835495,0.9999631,0.46658114,0.44633934,0.45590377,0.43762887,0.4187251,0.36832392,0.33433422,0.359573,0.384082,0.39928105,0.46511284,0.4868707,elif,sinirli
-405.19266,143.91881,-4.902996,25.630932,-0.20155957,11.972396,-10.576813,10.331929,-4.147204,-12.521717,-0.2503724,-17.061787,-7.8835797,-0.16544852,-14.734151,-11.264478,-7.01922,-7.1788497,-2.309014,-7.075186,-1.580779,-7.8446665,-12.18754,-1.2821063,-2.7804363,-11.138001,-6.4603972,-2.8725407,2.3145342,-5.0627203,-4.7377753,6.4856477,-3.8157728,1.0880816,3.762947,-0.14398102,0.07491604,1.0313411,2.1781406,-1.0945038,0.4861288,0.39121458,0.33035213,0.32680476,0.3120449,0.38446578,0.4402126,0.42233592,0.42979777,0.4405247,0.45668188,0.47431546,elif,sinirli
-392.40216,131.0278,22.65735,33.983707,0.5818946,8.612944,-7.9891396,-0.684362,-8.043019,-19.138353,-9.822318,-5.9000783,-1.8826962,-5.3156,-15.106749,-6.675666,1.1059884,-7.7108727,-7.5937786,-11.968151,-5.1046667,-3.5859342,-11.50414,-3.7700536,-0.53535366,-3.8582253,-2.8429263,-2.9797745,-0.88093126,-0.6073869,-1.3944169,0.21743192,-2.3327682,-3.106263,-0.47161075,3.8271034,5.1926465,2.6297672,0.7328078,1.1742592,0.438186,0.4497364,0.42708614,0.3934682,0.32646662,0.30430076,0.3284862,0.37044466,0.43171787,0.47046787,0.5268117,0.47789198,elif,sinirli
-379.76465,151.39177,10.648818,20.491714,-5.5081067,13.640774,-8.57357,4.9249735,-7.7105474,-16.383715,4.798977,-5.1499524,-13.250527,0.24264294,-6.089835,-8.451283,-7.88082,-10.038052,-1.499408,-10.514591,-4.90309,-6.4142914,-10.124988,-1.158328,-4.018831,-6.465611,-1.2978203,-3.3510268,-0.7315927,-1.367644,-3.761743,-0.21615449,-3.014629,0.17867547,-1.0053868,-1.1687618,1.2810186,0.29753435,-0.23090804,0.83821654,0.41388717,0.3691862,0.35134897,0.35889468,0.36517647,0.40583888,0.43263778,0.4293731,0.43536198,0.45750153,0.48656076,0.47306237,elif,sinirli
-370.59464,132.28676,-1.2070159,32.720177,-19.329075,18.450912,-12.238994,8.700469,-8.79883,-10.842057,2.7355475,-4.692569,-11.656421,3.3502247,-8.189208,-9.62606,-2.904157,-10.913796,-0.58526653,-14.1185665,-6.842151,-8.379605,-8.478726,-4.583341,-5.5206027,-6.175363,-2.0881195,-5.6060324,-1.6812863,-0.56272656,-7.164087,-0.45614704,-0.28952077,1.4936664,-1.3001032,0.6750969,1.4952826,3.9736078,3.3325124,5.437557,0.48019835,0.4242301,0.3483964,0.3768652,0.36837098,0.36444873,0.3950354,0.43850476,0.536328,0.5502606,0.5306141,0.4508968,elif,sinirli
-486.29538,186.85149,17.80023,16.817583,-2.148268,8.043238,-5.5654054,1.3763108,-2.1408825,-12.550954,3.4124572,-10.816603,-5.1884294,-1.9174383,-11.692524,-1.4335854,-4.0501876,-3.1824574,1.6438725,-10.45487,-6.1138377,-1.6624675,-8.183922,-2.3608437,-5.142004,-3.7620533,0.43655792,-5.725556,-1.2541724,-2.5906441,-5.1995254,-0.9823196,-3.2055764,-0.741283,-1.7705575,-2.4656909,0.8181049,-3.8125577,-1.7121851,-0.6239367,0.39438602,0.34101412,0.34478015,0.41720745,0.41194037,0.39268315,0.5110482,0.53840935,0.47231448,0.419355,0.45444044,0.44376767,elif,uzgun
-474.91803,168.52621,14.774138,22.723366,-1.9978145,-1.0954288,-9.077933,4.8610554,1.9689982,-11.608017,4.0886307,-5.1204524,-5.566301,0.9315139,-11.188833,-5.726337,-2.619966,-6.446512,-0.32589984,-6.517054,-5.2297907,-3.6271331,-7.068632,-2.1985414,-6.322704,-5.299262,-1.7766052,-4.7216496,-2.2256298,-3.1872199,-3.769445,-0.772005,-0.53667486,-0.6559919,-0.8255594,0.776974,1.1459012,-1.984452,0.46029115,3.3523989,0.39531824,0.41194552,0.4229426,0.41944727,0.41294423,0.40933675,0.4237913,0.44686434,0.5222926,0.5948716,0.6124309,0.4933515,elif,uzgun
-486.6065,165.36397,44.933117,16.182707,-1.2986583,4.801422,-2.3084486,2.8712475,-1.1808428,-11.270669,-1.9379652,-8.770103,-7.3384533,-0.6597278,-8.2940235,-7.7897825,-1.78779,-4.046167,-5.722033,-5.8662367,-3.603858,-2.8716333,-7.09217,-2.8776114,-4.37937,-5.2536054,-0.17904265,-4.5101833,-0.8320478,-0.92826056,-4.0069575,1.3722246,-0.8583468,-0.80591714,-0.6064019,-0.29055727,-0.10885423,-4.78282,-0.75881547,1.3422099,0.36182868,0.31059593,0.30124918,0.31182316,0.34583572,0.43030196,0.48352715,0.4609605,0.42471197,0.4630866,0.50158376,0.4445753,elif,uzgun
-485.8561,150.75264,25.343225,33.804497,5.394983,10.24154,1.486009,7.4493065,-5.24123,-13.152457,1.8628656,-9.404934,-5.0023594,-1.2038643,-14.029186,-5.8527284,-0.5894188,-7.469603,-0.7236363,-6.2470303,-7.642606,-2.3429408,-6.902944,-2.0973003,-6.7392197,-5.4877777,2.6292174,-5.68218,-2.737719,-1.6128006,-1.9611636,0.035379507,-4.887314,1.5703164,1.4102505,-1.0927879,0.1584285,-1.9358529,0.45391095,1.3376098,0.40978134,0.3146379,0.27393875,0.30037087,0.43911374,0.4627967,0.4555554,0.45733064,0.48998612,0.48410338,0.52348745,0.48970988,elif,uzgun
-489.4777,131.56642,40.008892,40.387486,0.75866514,2.4517791,-1.6301514,0.46373877,-12.325828,-14.54551,-2.6871727,-12.216149,-7.3842497,-0.8581498,-10.625946,-7.5283074,-3.632904,-7.795295,-5.0366383,-3.9034846,-6.1659665,-13.097338,-6.88589,1.939489,-6.000766,-4.7988296,1.0289495,-5.336655,-1.3585445,0.9436433,-2.7251458,-0.9669364,-2.6351368,0.8707555,-0.78117925,-2.894085,0.42135388,-2.5173264,-0.5038722,2.5076175,0.3838176,0.39963794,0.40207323,0.37800294,0.34995574,0.40224582,0.48082128,0.50079566,0.41485655,0.37775472,0.40449888,0.38743946,elif,uzgun
-503.304,96.2877,10.369783,15.151997,8.006952,3.6901212,-5.526202,8.243838,-22.304905,-13.060518,-0.8027013,-9.836918,-19.12861,1.2950755,-13.973709,-5.6674294,-0.90995926,-3.5238287,-9.023139,-1.5674869,-3.075763,1.9169253,-2.924644,4.4530163,8.4415455,5.8846016,3.978832,4.5786853,5.865016,0.26317012,-1.5763316,1.9648681,-1.5776436,-2.0260665,1.367016,-1.0448955,-1.4526188,-2.971646,0.1758503,-1.73543,0.26153466,0.33514225,0.39599064,0.5197858,0.59007746,0.39166683,0.29073426,0.26219282,0.27203706,0.27300662,0.25852945,0.24743487,irem,korku
-501.66238,89.168655,27.961678,35.396626,6.1044817,3.6742897,3.6476028,5.0604215,-16.779903,-5.7514567,-2.7684824,-14.016952,-17.30172,3.0265372,-13.713566,-5.681394,-3.50028,-6.6488295,-8.513246,-4.13576,-5.936833,-2.8618739,-11.571795,-2.9656107,-2.5000954,-5.376721,-2.6944249,2.0046172,10.52069,7.275829,15.15685,12.863181,8.313131,9.703302,0.02481297,-3.0693712,-0.11921177,0.18060374,0.3763663,-0.15704483,0.6478665,0.7731697,0.68539274,0.43982685,0.27762443,0.22773084,0.21845296,0.20547546,0.1946241,0.21541314,0.25896317,0.35844857,irem,korku
-449.59946,75.26707,11.506811,17.140347,4.4013934,-4.640906,0.70627654,8.293329,-17.1264,0.9314186,-9.947633,-7.086657,-25.039108,5.0458193,-14.214337,-10.4020405,-2.9693675,0.90566725,-9.576355,3.0288167,-5.652238,6.371459,-4.367752,4.913185,7.1783814,9.589205,10.751993,7.444858,5.4769087,2.1198967,0.6012456,-3.9893653,-0.81107104,-0.012741089,0.65493226,-1.276078,-0.8855313,-3.8815913,-0.6872642,-0.96770287,0.26196453,0.2970704,0.40211642,0.545272,0.6062066,0.46127573,0.32494083,0.27103424,0.31800324,0.3183156,0.30072102,0.27455574,irem,korku
