MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Kişi,Ses Türü
-512.31836,87.90141,21.92214,17.26681,0.8971158,2.261942,4.8339233,15.6093235,-19.177765,-8.238816,-0.48635194,-8.173559,-20.67571,0.2760182,-18.13361,-7.448242,-6.213215,-3.4422832,-4.1564465,-6.5784,-9.071145,-0.6703533,-11.04739,4.000738,-6.340777,2.9972208,3.3063283,1.6857215,11.087887,5.631798,8.5333805,4.136752,5.6995087,1.2660121,0.6598074,-0.17976329,1.7559413,-2.281605,-1.02649,-1.7809,0.5152617,0.63245517,0.6313175,0.5685371,0.33368853,0.19418298,0.17624795,0.20117587,0.2260958,0.27397954,0.27495155,0.36780855,irem,korku
-491.87604,65.59619,16.77306,22.820639,4.5386868,8.849019,8.602221,16.52787,-9.721091,4.105043,0.64584976,0.16606571,-18.57314,0.7831732,-7.3821554,-4.305979,-1.1316321,-1.2849967,-4.1412125,-0.50616187,-8.021326,2.5234005,-9.976587,1.2101119,-5.436989,-2.7903023,-0.79289633,-3.8108268,4.394684,-0.35571483,2.4323235,1.5774655,2.905056,3.1970065,2.708064,2.7735534,4.1980777,1.9550729,3.4748204,0.37121877,0.5151629,0.4753273,0.42996845,0.37298796,0.26663214,0.23399772,0.25522378,0.32667607,0.46063015,0.5424338,0.5998515,0.52594143,irem,mutlu
-465.57547,106.0781,15.755874,21.791557,6.1394033,-1.0551915,3.1911602,12.608558,-17.86971,-6.8472834,-3.1640673,-4.691687,-13.670817,2.2490385,-11.865964,-5.284755,-2.6786854,1.57266,-11.987669,-2.5873532,-4.9251275,-2.4009628,-8.678891,-4.5313306,-6.233856,-2.9902961,-2.6848567,-3.3381083,0.19263451,0.75351286,0.8355272,1.0338554,3.5764859,1.4620771,5.181173,4.147523,4.9454684,3.1372902,7.1327515,3.84567,0.46046808,0.39005476,0.34612343,0.26170123,0.20798719,0.20341466,0.22437268,0.2821117,0.45018137,0.5323665,0.5247681,0.5156717,irem,mutlu
-388.16086,125.263885,15.9809,20.331646,2.681849,4.5373993,-6.612189,1.958784,-25.316738,-7.9709587,0.5752311,-26.579971,-15.277767,4.952269,-19.873959,-1.7902844,-11.6228895,-6.7074394,-9.828995,-6.269034,-5.1279807,-6.9521337,-7.976911,-0.9458973,-8.419906,-3.5481548,-0.61171687,2.8544066,7.7075934,10.59321,14.84485,14.354541,12.343785,7.417007,3.5786474,-0.59051484,0.8938856,-2.06913,1.0126464,0.10120354,0.49797282,0.5629136,0.5179182,0.3590416,0.24994418,0.17298377,0.13976683,0.15015283,0.1672073,0.16872938,0.19526085,0.29828212,irem,mutlu
-399.95633,117.60003,10.885902,17.37805,3.0862162,0.034916367,-4.453977,2.9781702,-23.067774,-3.1936471,-4.3275476,-21.005505,-14.668997,7.5019217,-21.198124,-0.8846392,-8.277245,-6.1107984,-9.571643,-4.6015587,-8.825182,-6.2211275,-13.747771,-4.9677863,-10.080645,-3.269239,-3.604789,-2.7306528,5.6308436,7.1564445,6.617095,8.323173,8.45498,6.99957,5.1474767,1.3925114,3.5917454,0.11813618,3.3927362,0.43509614,0.5043226,0.46722522,0.4016282,0.3194783,0.27101794,0.20949908,0.17859967,0.18591762,0.25106448,0.3210845,0.375673,0.42161477,irem,mutlu
-406.6599,110.95766,11.304137,24.326763,-1.8420503,-1.9545653,-5.5267587,-1.6528615,-21.516163,-9.944607,-4.1041555,-18.537079,-14.240367,3.757436,-21.008806,-2.3316123,-7.813855,-8.79724,-11.64767,-8.09389,-6.0997334,-7.620706,-13.51018,-5.677621,-5.8682046,-3.363113,-5.793705,0.29313624,-0.0042898995,0.8329985,2.9022226,3.0553973,8.212339,8.250754,7.9931397,6.24118,7.43294,3.7342217,1.4376379,-0.7405809,0.42250186,0.3745128,0.3416756,0.27878758,0.24466011,0.22692922,0.21122615,0.21080826,0.3033377,0.38562587,0.49374065,0.51791906,irem,mutlu
-361.56442,114.67132,-5.581987,20.374393,-1.2761766,-3.6180294,-2.6989486,-9.195474,-24.998446,-0.2589019,1.5299225,-25.781418,-12.924362,4.89248,-13.185031,-5.467666,-10.952001,-0.95475966,-9.88851,-4.175204,-6.332675,-9.76823,-5.2342343,-5.3850064,-10.794463,-4.942796,-6.2404237,-3.3028097,-2.2936003,1.9101106,4.460671,7.457388,10.827475,11.777211,10.371078,4.1318536,2.5158074,-0.21022485,1.0474932,0.4275174,0.6097041,0.48206565,0.3237933,0.24937986,0.24618667,0.16835693,0.17441976,0.2275253,0.25286466,0.32180244,0.40870273,0.47145167,irem,mutlu
-518.954,93.85791,46.783333,25.437418,-4.5869927,-7.681954,-4.939269,4.9461555,-12.042187,-5.2578845,1.3522501,-2.4238846,-8.204303,2.20647,-7.173995,-6.7998953,-1.2622148,-5.419386,-5.773827,-4.084203,-3.8386822,1.3821627,-8.411767,0.4300548,0.26934677,-1.7695153,-0.27863067,-0.7565922,3.0957634,1.3081092,0.9286567,2.3889642,5.415076,1.6815445,3.9346023,1.5921648,1.1199764,-1.1115236,-1.0230464,1.4131787,0.51270896,0.4988745,0.46881956,0.39253455,0.35103413,0.3708465,0.41412604,0.36376464,0.35955048,0.37526867,0.40966088,0.48525676,irem,notr
-452.9366,91.93204,29.586464,40.359276,-11.578956,-19.241814,-7.2637515,2.6599863,-20.123999,-3.2833016,3.3817198,-0.24161775,-13.60835,3.7252104,-7.936805,-3.353773,-4.987062,-6.653579,-8.117731,0.66579795,-8.425545,2.3765295,-11.47428,1.5881588,-1.8622175,-3.2837775,0.5390917,5.0450206,3.6208508,2.9884756,3.1414409,-0.25041112,4.439297,0.42848307,1.7221274,-0.88872147,3.1512694,-0.48620382,2.7678356,-1.4571013,0.3880976,0.488063,0.46020725,0.36896554,0.32881385,0.32576656,0.29979172,0.28914472,0.31998646,0.34593767,0.36395168,0.36619866,irem,notr
-486.15552,92.17507,32.302094,26.169146,-0.21217868,-12.290796,-4.892482,-4.1017346,-12.579752,-5.726572,1.1649139,-2.4301803,-12.673374,2.7913382,-5.6362076,-6.914581,-8.253039,-1.8674343,-6.7336006,-2.2886188,-5.4755254,0.20514122,-4.5923595,1.2559164,-2.6078107,0.15298554,-0.8660203,0.12396395,-0.08480419,1.3480581,-0.8413857,-2.0364327,2.1588795,0.12741773,2.8400702,2.2028136,5.050565,1.8680229,4.533238,0.8348092,0.36881346,0.40218702,0.40084785,0.41017142,0.37180015,0.342006,0.32371664,0.32598752,0.401719,0.46731153,0.4538554,0.38263962,irem,notr
-461.31592,99.943535,36.637264,36.476677,4.6827736,-5.744246,-15.670874,-6.146081,-10.224395,-10.726396,3.7460225,4.7659435,-21.122358,2.1948507,-5.7058854,-7.4162126,-4.7694635,-9.628967,-8.07402,-3.1852546,-6.2390723,1.041949,-8.53753,1.1895087,-3.8121922,-3.7180169,0.078955464,-0.4132217,-0.04583639,0.018885667,-1.8283144,0.39618203,2.0711513,2.8136883,2.1844394,-0.9045769,2.9268143,-0.8077132,3.345137,2.490741,0.40050694,0.37192848,0.3395148,0.3094269,0.2900006,0.27706054,0.31104928,0.39184648,0.46346062,0.47232658,0.43656352,0.42352626,irem,notr
-456.33752,104.93293,34.639336,27.150162,5.3080397,-8.326566,-11.19333,-5.650098,-17.011242,-3.694134,4.410405,-4.5452995,-18.564697,4.773486,-10.784657,-6.5043306,-6.7061567,-6.3595376,-9.110558,-2.247845,-6.9668,-0.33146673,-7.274186,3.4470222,-6.415267,2.3725793,3.3180892,3.2553523,11.367501,8.323752,5.268521,2.3358188,3.9965532,1.7789237,0.56560177,0.30884644,3.2778838,-0.95456326,2.0448425,-1.1027178,0.3789056,0.5033649,0.5495861,0.4792778,0.33132765,0.23137133,0.19309366,0.22420844,0.31389698,0.35658792,0.34044662,0.33489,irem,notr
-486.23624,105.80319,42.86242,32.416634,-0.42294484,-6.6471353,-7.618378,-3.6068878,-11.714422,-7.232542,-5.0882897,-7.463714,-11.748628,-0.6731009,-11.741162,-8.682598,-2.9824562,-9.592017,-12.602075,-1.351368,-9.379473,0.8881753,-9.185593,-0.79276544,-2.0214646,-4.554232,-1.7815331,-1.4269714,0.24053773,1.0237973,0.9479954,2.1349983,9.067781,7.4964757,9.770485,7.273707,7.2144437,-0.9388341,0.12542388,-2.4298272,0.5222963,0.46888357,0.39428347,0.33891758,0.278431,0.26282802,0.23601213,0.20468009,0.1994485,0.26732388,0.4325595,0.49198702,irem,notr
-397.28336,86.002396,5.4152565,-3.0017304,-17.986496,-10.004936,-3.8879523,13.134754,-18.637686,-1.8396852,-8.508856,-9.04317,-21.926842,3.4355097,-12.573383,-1.4286803,-1.7231435,11.817527,-1.7208459,9.64181,-6.912399,3.0072436,0.43148267,-1.1986301,-2.0933614,2.8401077,-3.7819986,-2.0965574,-1.6150551,-0.25121522,0.49556938,1.7356825,3.7871406,0.93884766,3.2624276,1.80673,1.4903162,-4.068783,2.9653165,-1.9536014,0.40513274,0.31698906,0.3084651,0.31953326,0.32782894,0.33409813,0.30792284,0.29945308,0.3095313,0.3429632,0.38653192,0.4164428,irem,saskin
-432.54086,89.979355,7.3822675,2.994372,-23.905203,-17.163372,-5.36306,9.737205,-19.058472,-6.7754807,-6.5810533,-15.363258,-15.519152,2.2548094,-16.631016,-0.46670583,-3.1245153,-3.190097,-2.240129,4.746115,-2.3048816,8.22646,2.0745318,5.3581934,-0.53621876,3.0738277,6.7009196,5.046331,4.356511,-0.2191928,-2.6071162,-1.2528114,-2.7449822,2.0666966,1.8632815,-1.9892073,-2.9738116,-5.5965905,2.6594267,-0.13743602,0.3026729,0.37035108,0.35093188,0.39021108,0.3926129,0.28422785,0.2421675,0.27448684,0.34037542,0.326286,0.27272525,0.28309095,irem,saskin
-423.2211,86.08383,3.239709,9.939803,1.1517435,-9.671896,-1.4986031,7.376268,-18.793955,-10.13302,-7.994389,-13.223351,-22.350668,5.158614,-19.619255,-7.3120117,-6.720165,-3.133932,-7.739419,0.76485586,-9.861173,0.96720123,-1.6343693,5.5477905,6.6087594,10.915917,9.901758,5.710068,5.139371,-0.5240836,1.6822287,3.4758618,2.2211947,0.64198935,1.6441675,-1.2179214,1.4855863,-3.3425868,1.7150581,-2.0328014,0.3910266,0.34033903,0.36924085,0.44638836,0.4498617,0.4189067,0.3523765,0.25570807,0.21277922,0.25353006,0.27122802,0.30402735,irem,saskin
-385.05493,80.069275,-1.8260784,4.2769537,-1.9825581,-12.187416,-8.586882,2.1349797,-14.873982,-4.3615203,-9.72089,-15.827831,-17.577925,5.6768875,-15.029355,-2.6802628,-1.0551685,4.0223527,0.67500746,7.7772284,1.4253747,8.478955,6.402345,13.018933,6.3550835,4.636316,-0.010584429,-2.7174554,-2.192709,-2.765372,-0.121244565,0.87355715,1.6850953,-4.620973,-0.5469485,-4.2482147,1.0893393,-0.5712703,0.5606134,-1.3534418,0.31384432,0.30094725,0.28159112,0.2695355,0.25837752,0.42760867,0.38265872,0.31601232,0.26315168,0.28938454,0.28843915,0.24143924,irem,saskin
-372.1133,52.21859,-13.846265,-12.11897,-15.825424,-14.094344,-6.092097,4.8599324,-23.394526,-7.63707,-0.18358523,-5.9268155,-16.704065,10.039283,-12.980053,-3.300067,-3.0138302,3.949618,5.0520353,9.183589,-3.4094527,6.8904095,-2.6097677,5.371355,-2.4361806,3.134545,-2.2480934,-1.749637,2.7722826,-2.5923812,-0.6405159,-1.134065,0.5084767,-1.1475009,3.0930617,-1.6951138,-0.12618582,-0.46525088,-0.06947392,-2.7049541,0.337063,0.35941398,0.39464256,0.4401161,0.36079997,0.30958572,0.32894582,0.31221408,0.33671725,0.32478452,0.28004193,0.3133785,irem,saskin
-343.70166,54.721645,1.54668,5.2939672,-1.1353436,-0.7489517,-9.700647,-2.6376843,-21.391077,4.6758533,-19.49141,-4.585724,-21.499397,2.1321347,-14.238538,-2.1270213,-4.20072,9.223356,-14.588506,9.223634,-10.034136,-4.2182035,-4.050749,1.0802091,-0.7281902,-1.3204585,1.0832937,6.7867436,-1.2392266,7.131452,5.175667,2.628746,6.5554523,-0.15969251,3.2410934,-0.14517555,1.2800952,-2.2930562,1.1554036,-2.7114506,0.45244688,0.4439298,0.41116807,0.3749863,0.2563904,0.23086153,0.27226675,0.27753365,0.22937019,0.24072438,0.29835317,0.38359582,irem,sinirli
-390.23984,85.82708,6.9770856,1.4144636,-7.767791,-7.2178984,-3.143779,5.3412566,-17.868528,-2.1892333,-7.397165,-8.652738,-19.334814,0.5899415,-14.292228,-7.086838,-6.2782135,-5.0169454,-8.632436,1.1901287,-5.815593,1.7253903,-3.3930762,5.4022975,1.4737805,0.564122,5.498805,3.1785464,2.474959,1.5941857,0.3411044,1.5831473,0.53264487,0.14330018,1.4352802,-2.5429096,-0.21492471,-1.0918232,3.2766094,0.18561713,0.35640928,0.31959912,0.35510725,0.35412252,0.28383562,0.25456044,0.2636609,0.2508665,0.3019124,0.34482092,0.312323,0.362025,irem,sinirli
-382.6869,79.1482,-7.15725,-10.250802,-9.817212,-9.212207,0.90084416,4.249759,-22.642954,-4.317151,-8.759725,-7.4040623,-14.124246,-0.07389132,-11.85311,-8.3433,-0.3789325,4.8107266,-1.2988675,6.385784,1.0502518,6.7888026,2.0474808,4.2600117,-0.9172016,0.6459674,0.35806227,0.7070491,-1.0890206,0.4963162,-2.0052896,-1.3130878,1.0737607,-0.46114072,2.1050575,-0.22933453,0.33958206,-2.996173,0.5026135,-1.0323489,0.3969964,0.322416,0.33178115,0.39216113,0.36567867,0.34310243,0.37555122,0.40262762,0.4467915,0.4225493,0.37071595,0.39002913,irem,sinirli
-335.45605,71.845436,-6.430578,-0.4790915,-6.9450235,-10.248599,-11.398205,2.9717033,-26.274193,-3.0397828,-8.380564,-8.421257,-25.687973,6.521159,-14.68337,1.1229563,-4.130137,7.4035587,-3.7302594,9.036016,-3.0236573,6.4673924,-0.21829152,2.0827737,-6.048539,-1.7341945,-0.31593657,3.8952944,1.9043163,3.1404681,-0.41150886,-0.09446752,2.282181,-1.0459704,3.8463168,-1.7393252,0.5738426,-1.5279834,1.8955109,-1.5399365,0.36389273,0.38607034,0.39653176,0.34222868,0.2667693,0.24947555,0.22753689,0.25380197,0.28785473,0.28260958,0.32327205,0.35786828,irem,sinirli
-331.0775,77.05985,1.2739128,1.5220476,-13.855694,-11.8485,2.3571124,7.5145035,-27.918951,-0.34181106,-12.478293,-5.2677965,-21.382189,3.1832001,-17.11545,-7.000375,-7.4349866,0.097200364,-14.553877,4.399699,-4.733631,6.0919657,-3.5960617,10.414727,4.028452,5.6509643,4.840946,6.6132035,3.6902242,0.9127978,-0.54308903,0.91119415,1.2840338,-3.6467314,2.5715446,-1.4159069,1.1224504,-4.498532,-0.28889582,-1.661889,0.3052745,0.3855042,0.44584423,0.48834017,0.43441713,0.31611577,0.23757154,0.2171893,0.21255371,0.2038133,0.2391761,0.26105925,irem,sinirli
-493.67838,113.71143,29.886963,18.28331,3.1202905,0.6713199,-0.5046764,11.861983,-10.99619,-8.701787,-5.921749,-6.111335,-11.10512,-2.4690719,-11.776385,-3.4913635,-2.2921925,-1.5668571,-8.505433,-6.6688366,-1.8203073,-4.95003,-11.420665,-3.6191719,-9.662975,-1.4646363,-3.879929,-3.848715,-1.2014507,-0.5582922,1.5665063,-1.9340062,1.2619467,2.0259862,0.906238,3.2427511,3.4775662,0.24333003,2.2329159,2.1981204,0.3800581,0.3592906,0.33916342,0.28814787,0.2326558,0.25527734,0.39255983,0.4834366,0.5636098,0.577384,0.48802647,0.41711393,irem,uzgun
-463.0664,116.27009,21.876392,30.619701,6.0284653,4.0916348,2.2678583,11.994263,-23.47539,-5.1958427,-4.260663,-9.050654,-22.570946,5.0838366,-16.69943,-1.9097584,-7.9054236,-4.9032273,-7.0511665,-7.980983,-6.220408,-1.7906048,-18.205732,0.059739273,-10.781746,-4.666279,-5.0951242,-9.630788,0.004562074,-6.1512084,0.054879174,-0.8949372,0.020356745,1.5896533,6.1747184,7.172167,8.020772,4.9074554,8.8679495,6.3508697,0.3104554,0.21625583,0.18807477,0.1771704,0.1961242,0.2108874,0.25269583,0.4115429,0.60259587,0.6017618,0.5602689,0.43546206,irem,uzgun
-496.9678,117.862076,30.526234,22.938213,1.7328475,5.606885,6.522617,7.898653,-14.235585,-3.6320107,-5.5103498,-12.528459,-9.326172,-3.432019,-12.059761,-2.8234735,-5.6843305,-2.4695776,-7.5359325,-10.067668,-0.8476567,-8.520031,-11.686966,-1.7446384,-10.068139,-4.612925,-5.9331727,-2.4697015,-1.9198198,-2.258986,0.10155804,-3.5394037,-0.15241827,-0.58802253,0.049214005,2.2517436,5.6197553,2.1739445,5.1491814,5.1225376,0.31283137,0.3130326,0.28944394,0.24781477,0.23235165,0.30020383,0.4150901,0.5108534,0.63152176,0.55182195,0.46101826,0.37475505,irem,uzgun
-484.59384,97.73295,14.062792,25.066618,5.708791,1.2008429,1.556854,11.026821,-15.828301,-3.0910742,5.473242,-6.387675,-20.434746,-2.0564458,-9.149986,-6.341007,-6.5055265,-4.640705,-4.498377,-7.491043,-8.633328,-2.5745542,-9.752305,-2.7213264,-8.007183,-4.9497676,-2.3172214,-5.5553145,2.353431,-2.837496,2.6310863,1.7384036,-0.45158413,1.7528859,1.8526108,6.8021903,5.9253945,5.4809318,7.8437014,2.129236,0.42234483,0.39835662,0.31450695,0.27146265,0.247964,0.23232403,0.26051936,0.37553346,0.52897817,0.5618148,0.553234,0.4740809,irem,uzgun
-469.75058,98.11095,18.47634,23.484154,3.4608946,6.7182026,4.4906135,18.708244,-10.940886,0.8079532,-1.3379505,1.2863334,-13.963059,-1.2015004,-14.963627,-0.3966761,-0.36011833,-1.7222162,-11.987523,-0.24543165,-4.5018706,-2.2618964,-16.40225,-0.7294918,-5.104187,-2.6978273,-6.3092194,-1.5472044,-0.9140139,-2.302727,-1.6580626,-1.6755073,2.6716425,0.46007937,5.273594,1.4735118,3.8694062,-1.3977499,1.6587548,0.7756083,0.44541287,0.36541778,0.31217626,0.28707758,0.27070954,0.29452008,0.38354132,0.45109573,0.5422282,0.5485294,0.50025445,0.48089114,irem,uzgun
-593.3804,97.76039,29.284565,35.612297,13.156261,-4.639902,-15.283714,7.067435,1.6685411,0.42578912,2.4223545,-9.125618,-1.9672168,-8.458297,-8.16736,-0.2970955,-6.878048,-10.042521,-6.2230287,-3.1373413,-6.6031933,-5.5187316,-2.6828358,-2.734776,-2.982158,-1.621646,-5.1214795,-3.5206015,-1.5453287,1.1567171,3.3676805,2.580301,6.6468463,6.549852,2.9352016,1.5172373,-0.10859118,-0.9154002,-1.5510908,-0.19148545,0.6636081,0.55858344,0.47335976,0.41701785,0.37649816,0.3868265,0.40919998,0.4105729,0.34867597,0.33036548,0.4493391,0.57809025,nazli,korku
-546.38464,95.66644,35.55603,41.32091,5.6231484,-12.427672,-7.7874255,6.408361,4.255487,-0.3070774,-4.1120024,-7.77636,-7.8342276,-5.83114,-5.744926,-5.402578,-3.0005486,-5.5546007,-6.7281113,-2.4047694,-7.726426,-6.3159623,-1.4844481,-3.493186,-6.047824,-1.5631541,-3.8135674,-3.9952369,1.9557972,1.5165633,1.5127438,5.0652585,2.83403,6.2718153,4.019676,2.4355383,3.5448918,1.8225439,0.6815793,0.3198324,0.62768334,0.4858732,0.34322858,0.27558213,0.27880314,0.27619413,0.2625479,0.31849322,0.40334892,0.49993375,0.61299783,0.6435644,nazli,korku
-484.54608,102.41654,35.64988,33.46365,-0.7681483,-12.226447,-11.505075,2.4500854,-11.435464,0.33929503,-3.5469723,-20.458698,-15.511086,-4.0909076,-8.392252,-13.079825,-5.0135155,-3.611474,-8.22267,-2.0930696,-11.407714,-3.3594656,-5.942077,-1.0912005,-2.0552225,4.1082215,1.8726397,5.314196,2.0990021,4.367837,4.051861,5.9746776,4.588542,5.9459915,2.1462889,-0.4175309,-3.7734857,0.039848924,-4.925227,0.23544854,0.55985534,0.4814373,0.42812335,0.4119989,0.31866705,0.21594614,0.18336779,0.1823665,0.22078839,0.25282177,0.35926977,0.53900796,nazli,korku
-522.6733,113.325325,33.5595,42.929527,-3.493735,-11.210081,-0.10119061,7.995034,-14.4931755,-16.67548,-2.539409,-10.489171,-6.943753,-7.82951,-15.85094,2.0630417,7.1758804,-6.4980793,-6.879242,-2.7030158,-5.7084403,-4.444848,-4.1067567,-6.1361947,-7.083842,-4.1249285,-5.912525,-0.69669163,-1.3055234,3.1515565,8.009745,8.617417,6.3799214,10.680102,6.15297,0.60174567,-1.7110624,-2.2821963,-2.5970712,0.26922777,0.75241864,0.5299746,0.3170579,0.22702302,0.22293448,0.22560206,0.24712165,0.28039017,0.2695992,0.28411067,0.4266481,0.6553343,nazli,korku
-489.58524,109.94274,19.686255,19.760313,-4.732188,16.814362,1.4018477,-23.328642,-8.375098,-5.6864038,-19.340515,-18.53232,-14.3021145,-7.316252,-5.304663,0.30553085,6.3947763,-3.6657553,-7.1799464,-0.114419326,-6.907933,-6.767496,-6.7451186,-2.4072816,-1.779567,-2.859349,2.6112597,5.6256337,3.9651742,2.6072361,1.1943758,2.045011,0.5753365,2.4151385,1.7062956,0.24237278,-1.2122678,0.88136965,-0.7047403,1.1131679,0.44371256,0.39553726,0.34502232,0.29819015,0.2620443,0.22585459,0.23870353,0.3100524,0.3700591,0.3963562,0.4396085,0.48368004,nazli,korku
-459.58014,107.68449,7.8219786,14.122111,6.247324,-0.6468603,-16.385544,-16.078865,-21.451742,-0.0032005943,-2.32312,-16.87323,-5.3447795,-3.8944428,-7.683434,-4.355713,-4.6788983,-12.139143,-16.32553,-0.6754791,-12.099899,-2.1326735,-6.0435753,-0.5578079,-0.04919611,3.7148454,4.467338,9.813741,4.7638173,6.571651,6.0414076,5.589906,0.38556102,1.1645399,-2.4401798,-1.72913,-1.085334,-0.24146466,-1.3319912,-2.4224174,0.4915656,0.5376315,0.48251227,0.3575226,0.29552644,0.20912988,0.15305765,0.14868368,0.15955815,0.18977767,0.24232131,0.3705832,nazli,mutlu
-483.16196,107.497444,29.827492,42.775475,5.091191,-7.706918,-29.730284,1.1354156,-6.638512,-11.458824,3.918891,-10.805748,-7.471003,-6.600474,-9.779414,-9.231753,-11.737806,-8.727146,-4.639408,-1.2965337,-12.92228,-9.214354,-4.215577,-2.0106213,-5.4998355,-4.931439,0.11992618,3.613963,2.9870718,5.9899106,5.650458,5.4562325,2.7450106,5.6528687,0.7962881,0.64041466,0.8357546,1.8988026,1.4650621,1.6994667,0.4763624,0.46223283,0.4132412,0.35856688,0.27928743,0.25668558,0.27036992,0.280174,0.31159902,0.33177787,0.35231993,0.41042724,nazli,mutlu
-494.59064,114.84505,25.86882,39.992577,8.539583,-7.8717856,-20.325857,-12.004153,-12.118823,-1.8198416,2.7198129,-11.728698,-7.2410235,-8.866008,-12.206221,0.10717976,-6.4654636,-15.037507,-5.5518756,-2.4799418,-6.056898,-1.7026815,-8.50532,-5.019303,-4.7381377,-4.8958783,-3.3152215,1.034524,-0.4616909,1.8335528,7.3498025,6.067954,6.979743,8.046193,4.8497353,1.3913547,0.5319608,4.477871,-1.3378762,-1.6592295,0.5761392,0.47883174,0.39910445,0.31360942,0.2668647,0.23211445,0.23219353,0.27383935,0.2985034,0.33595634,0.4279478,0.52856225,nazli,mutlu
-494.87448,103.11082,32.684555,42.06825,10.903551,-2.1970835,-20.919939,-11.262244,-20.540644,-2.1187563,8.37834,-14.084792,-3.2349231,-6.483506,-12.978651,-1.6596951,-8.099427,-14.388044,-7.3418837,1.1043739,-8.408307,-5.92218,-5.485596,-2.9677224,-2.2573428,-3.4917982,2.907613,6.705801,4.856563,9.069849,10.093497,9.329704,6.0845757,5.3320127,0.3383191,-1.5118201,-0.41392887,0.024331523,-1.4641927,-0.57275915,0.58744067,0.54047143,0.44199267,0.33823606,0.30875304,0.24730928,0.1753724,0.21273533,0.21668476,0.24754879,0.31431183,0.4608715,nazli,mutlu
-465.83087,118.576385,19.010946,32.895264,5.7986317,-5.636769,-15.911439,-13.620534,-21.340664,-2.9398308,10.708211,-17.178463,-10.190418,-6.127082,-12.069415,-5.9358907,-12.362188,-14.277999,-6.259365,-1.4135264,-11.331533,-7.410901,-6.483319,-7.0913916,-6.4478474,-1.7921686,4.9350214,5.18533,6.963562,13.090772,10.404027,7.135093,7.414392,6.562612,-1.6428934,-2.225809,-0.68204284,1.3042951,-1.0437171,-0.89769065,0.55089253,0.61251044,0.5077254,0.36090952,0.22105162,0.15240595,0.14665203,0.16137445,0.21374017,0.17680363,0.2255001,0.35556984,nazli,mutlu
-520.1546,99.778305,38.236088,31.598003,-4.9906187,-13.089157,1.788241,4.648067,-12.530184,-5.2591925,-10.134254,-20.384653,-8.997114,-13.617762,-11.339301,11.677141,2.845739,-13.344887,-0.99923897,0.9053767,-8.47394,-5.7902417,-3.3017762,-7.383074,-7.498816,0.6064277,-1.0989882,1.4163375,-0.7656295,0.7538807,5.120398,5.198664,4.9753294,4.4312196,3.1295416,2.9500313,2.890356,1.645631,-0.6916495,-0.71549964,0.49145725,0.4161519,0.35795504,0.30839273,0.26906833,0.2500626,0.24957491,0.2631473,0.29583392,0.36297938,0.49981993,0.52257174,nazli,notr
-513.3544,104.563736,26.70255,16.392015,-9.3416815,2.475678,-7.164522,-17.850136,-5.2403355,1.3635337,-9.469871,-19.94477,-15.20736,-6.511671,-7.3039284,3.0524573,5.3384776,-6.595268,-5.350982,0.33251253,-5.502538,-3.7949035,-1.9087739,-6.2816486,-4.7739406,-2.5917783,-2.6657069,5.694452,-1.2256722,3.408902,5.6928053,5.4688168,6.3950934,2.1119843,-4.446139,-2.9137974,0.7468621,1.5766541,0.54442,0.7688343,0.5617375,0.60113126,0.4564282,0.34272298,0.25890708,0.28778633,0.30694172,0.3078365,0.35653183,0.39089432,0.37767547,0.4499495,nazli,notr
-542.83453,88.3061,43.030956,38.71674,7.1346884,-8.387513,-2.6291647,6.227383,-2.716919,-8.451644,-11.131701,-13.816031,-9.280313,-6.0404015,-2.540116,3.7188401,-3.3861444,-6.0828795,3.0416665,-4.610007,-8.338765,-2.5141573,-6.7257733,-4.4723153,-3.6454475,-3.9640992,-1.8472446,-0.19599839,-3.2488804,1.1589527,5.1877756,4.0717373,1.129458,3.6514013,1.7321934,-1.7447631,0.9540288,1.5958879,-1.1319009,-1.15818,0.6426821,0.6056472,0.5022955,0.39330423,0.2892571,0.27158648,0.26686066,0.2888138,0.33558646,0.3957072,0.4259711,0.52966136,nazli,notr
-519.2394,121.122505,52.881554,34.073597,24.522821,1.5388094,-11.934741,-9.508029,-15.295535,-9.4942045,-0.91656435,-4.1875577,-9.550767,-9.307826,3.3050022,6.231056,0.069982484,-6.2694845,-5.363827,-2.3638067,-8.969925,-7.302467,-0.5976676,0.51540416,-5.526037,-10.138618,-6.230424,-4.3159785,-4.4551983,-2.3569105,4.1061363,7.931579,6.9161267,8.391486,7.6981797,4.057339,2.3832629,2.4616735,1.744959,0.85810614,0.55043274,0.3963331,0.31395298,0.28569788,0.27363497,0.26060838,0.26030686,0.300678,0.35591832,0.44018352,0.57364213,0.60427195,nazli,notr
