0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,label
0.32302248575565584,0.6992958953024305,0.7250147662049716,0.7082436015120612,0.6129122955488704,0.6727811712068599,0.8273763268306904,0.5634433866727508,0.8595360503187239,0.49235094829686077,0.5709129825683216,0.5363876869009576,0.3389575591797975,0.3867835573002054,0.22597773137611574,0.20659041070138762,0.29512061393159,0.44307816393586635,0.6630639825367312,0.6741771263470921,0.6774949600852717,0.7662165727443957,0.6691172014924818,0.648707536922692,0.432104367438498,0.10154462611986562,0.053506643685613114,elif
0.42372025273305036,0.6416390108891006,0.7189266287971237,0.650497728202919,0.46787494509197675,0.7824988145174243,0.7067064954536539,0.6328064387025506,0.5986319985795537,0.5983480986247454,0.3726640166006552,0.23126989177771412,0.9696625468858315,0.17746564149607635,0.10017998446608048,0.04000458952433944,0.09166061783933688,0.27904238448676316,0.5917899294736652,0.5759767319252436,0.46451172380498396,0.5492853154305157,0.5066297111625353,0.4985349726736518,0.3115367730272316,0.1067151415468722,0.11244395045824886,elif
0.37726228639220527,0.693350734153023,0.6987921523143157,0.6683281337086903,0.43809526884389616,0.735150665640508,0.7220972007201901,0.5803017393429041,0.6769938339801338,0.4292763926284596,0.49167654037027997,0.2243879132619011,0.6910969354366339,0.6165154143296071,0.5155515753791815,0.43826893007596923,0.28368313882695856,0.1199852677153459,0.10715365838289997,0.18004435534223895,0.31371291541415847,0.6448627494616781,0.6412432789951381,0.6422219512235743,0.5575287240709201,0.10436117166669986,0.08361216515791421,elif
0.3718260169404881,0.6303211488354802,0.7209648905327715,0.7614399626162198,0.575891555484059,0.8035486246638728,0.7784776750866632,0.6360349270972224,0.8337321169706939,0.5207473193868735,0.7311549920028347,0.37952722231302055,0.4666409148527639,0.10412644650091557,0.1845738138367997,0.39473401348481085,0.6501712235023607,0.6339560099263559,0.6744852878053241,0.5769543107941397,0.5182777140266377,0.6239924412298579,0.35500529256973057,0.2573517070416614,0.11854242047604646,0.10436117166669986,0.08361216515791421,elif
0.37194648863881774,0.6670236922070785,0.7094585102883024,0.7197496187458582,0.5026211744665817,0.7643760344775387,0.7471355565169808,0.6135601971115052,0.7621043410929264,0.4849251758148707,0.6113770367617622,0.2678965519472893,0.582117701158539,0.27991049791735767,0.15770165835918062,0.12754304251565923,0.20951004262653466,0.3060080289100198,0.6506061359723069,0.652271437192263,0.5544592599702121,0.6635358326235616,0.5321357234767502,0.6109798988295017,0.33772521291997903,0.10423953358964785,0.09594892263584999,elif
0.35370592616219465,0.6721142492107024,0.7964682390405162,0.7248395113339176,0.5633838718277724,0.5437647120414387,0.8216334890145939,0.608429763923589,0.8021981459355886,0.4496182930008746,0.5425869154253009,0.5264901097203437,0.34817130611922265,0.3423819710482735,0.2347449817846979,0.273793354342729,0.3714980121461083,0.39173240455466035,0.532810020604323,0.5351325490184587,0.7468648470484831,0.8949073278290038,0.6924218506340782,0.6446499592916028,0.38620037342482716,0.15027381778150764,0.039453024916803206,elif
0.44418794808778883,0.6305938555090493,0.7849670060570394,0.6543822724745024,0.37651598148503185,0.6765665511574033,0.753034154554604,0.6130981037510733,0.5362147058547124,0.5694416224248166,0.37038133274210744,0.21434216879944845,0.7825272523657241,0.1748947603299975,0.11930287010963567,0.16188475020231008,0.2175864069871271,0.24082434852504925,0.38137523152482167,0.4980555411626364,0.6078814651404181,0.7612847363169313,0.5122919555948457,0.4247377024031433,0.2731274284229398,0.15441874025345095,0.09172796254141456,elif
0.4045253504324102,0.6737265556660673,0.7704546253930685,0.6622990302770158,0.3603920822890552,0.6220110277704531,0.7634003788340227,0.5796654446983133,0.5857484518075999,0.40248296540821876,0.464953110907375,0.21373082902492546,0.574258056607214,0.5570375826640513,0.33230455361496036,0.27697020251632487,0.19492289043017325,0.14780172334109254,0.27402926492377133,0.3107406577188827,0.3739196272827172,0.6639179792224583,0.6788132306987803,0.8433586281168417,0.6105709574741789,0.152710956637041,0.06638981508986556,elif
0.3929275591567032,0.6158921151773669,0.7830280435647012,0.7859730280299577,0.5247547513858317,0.6648978666626726,0.7829989155034389,0.6654255502768105,0.7750777097443535,0.4851062448197304,0.6983613773471538,0.4230671715084823,0.4576983376865017,0.2749664411492204,0.3166456887795265,0.4820833949292821,0.6720756082965056,0.6650169853295793,0.8631998663217498,0.6234447847180393,0.46501993203923153,0.37947478476332486,0.21687674350741581,0.15220542421270938,0.1413795353567568,0.152710956637041,0.06638981508986556,elif
0.4013074175125819,0.6433670936347071,0.787522192201299,0.7260339629365994,0.43944613622598216,0.6342746005440143,0.7738380126316065,0.6272695763051949,0.6856552092469941,0.4514457058567396,0.5803218000154057,0.28847215588283037,0.5003360004813291,0.24523806921939373,0.17608850987410204,0.2054116726179379,0.29206550384450575,0.3052165300876744,0.45731840793194467,0.5773975256916979,0.6608554120967084,0.8444415807679124,0.6189297210800205,0.5377384019620961,0.31116152058836744,0.1525878791727909,0.0820431366826695,elif
0.3117669870831392,0.6491929760178657,0.6196958011647393,0.7618048146539437,0.62401030346672,0.7430927920140269,0.9227772198947937,0.6348326084048553,0.9357083699239545,0.599068468249285,0.682917050722704,0.5996052314712759,0.32128070142270826,0.3296154015410636,0.20045593180921226,0.21748616209764937,0.3312333519596314,0.43921718064767373,0.6790381848700368,0.7376833740375759,0.8594077313899309,0.9211367057849269,0.6887906808706223,0.6480652824639674,0.38367198849170947,0.0608754703912435,0.08315742038751932,elif
