MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,RMS,Zero_Crossing_Rate,label
0.47214467754356315,0.39026610610280354,0.14991334166816267,0.49006651420363007,0.7340987366886234,0.3642913238630297,0.3865581171096623,0.3005632704597944,0.20771793973941177,0.3685261563956258,0.4430276370322317,0.34043889583054765,0.17655475338774718,0.3808928941605072,0.09298226236565635,0.06390850527493229,0.12411317061325149,0.14899373823285328,0.31545466954028173,0.39167499390222454,0.3840684776627363,0.4226687028907815,0.4785031073361189,0.501226730404883,0.45990747969052126,0.12000273671421813,0.31152647914713694,elif
0.4257215582520506,0.6484641100037846,0.25843746457944755,0.2573693599099019,0.6728696749997556,0.4593902442502296,0.3555388071734252,0.3744933598042264,0.17886663734618713,0.33535056694162463,0.5173659207506963,0.42324733279434573,0.49639691648002393,0.3802298481332633,0.20207805395829986,0.2574088239925641,0.3242703074282839,0.3478884821262456,0.35694381282304016,0.34356059339698725,0.33325443907611274,0.43793402303110396,0.4708528700404564,0.5780885771805725,0.46534752469583984,0.0856736897884653,0.24021072145091288,elif
0.4069740537104445,0.39089473901272187,0.3831106199906603,0.5125226080531355,0.8682322120185064,0.6689515061853248,0.4563988407709899,0.42784020959503666,0.3082251635720966,0.309180314518751,0.492252180363904,0.4018655858368684,0.2140723699217575,0.19646838591251733,0.19903472421784157,0.2607163187590528,0.32373773849944076,0.34432262184692547,0.2970733483402559,0.32982872425126575,0.5481076113663187,0.7204246425577419,0.6530980632824839,0.34108467846055657,0.11953298198798647,0.07454693835935335,0.16603258627206924,elif
0.20368948927549035,0.3907789416336156,0.2581686258433215,0.389614605833951,0.7636371286791953,0.45188377746423375,0.4099215435518923,0.557399384753694,0.45847750367604057,0.4392140349735815,0.6607570923921957,0.4825135409253818,0.3205667686321677,0.4914483908126698,0.2639740368618519,0.20616897093366993,0.1888015619824659,0.19082391448737257,0.24301766559527876,0.31164508359346216,0.3419313070794609,0.4835263993417023,0.6525584148512175,0.5859048447086469,0.526626472177219,0.021747183071876897,0.2841828761158366,elif
0.4912819040668541,0.5643694800216814,0.22193248360622242,0.22216652480692411,0.6684744337258368,0.39668947768383156,0.41797045932527466,0.5315090438447142,0.27234297883970526,0.12322704436054499,0.33329891103548226,0.49975647304619497,0.3802974800875531,0.27175231203441663,0.28812251405489303,0.33065241658249644,0.2724889843105404,0.2800343883545428,0.3638987905869418,0.4883070871275808,0.4824740114185614,0.47956752759983545,0.5305914003125062,0.5120565226540659,0.32122025037365554,0.12130167727916771,0.278945376239886,elif
0.4574197172552481,0.47586311285535454,0.1675292677828646,0.44612761174809656,0.6601014150325689,0.31702706609255904,0.3697720988356147,0.1866775070957351,0.01586071773859543,0.33871577303192213,0.616798206035781,0.43625631097550166,0.12457171252711297,0.38688186764421506,0.19033386045833856,0.18375964744551737,0.14193269285113203,0.1797054550326344,0.31269166017142513,0.4439013755175027,0.2883828151933558,0.29077578698380213,0.3542101417706225,0.39100152152138634,0.41551981447570097,0.12220472229472104,0.3665465029276074,elif
0.5790653923542245,0.5194394904326153,0.1068577717472805,0.5141527479827613,0.6695890092622917,0.14975034587552905,0.30992263804196385,0.25549182902100287,0.1289468894141127,0.43372601253977366,0.583232619443347,0.3352295399225262,0.21777506126085833,0.3499961585176027,0.38412551728282657,0.5633930741461788,0.5714918121623365,0.32874469723903743,0.3056147261621322,0.2648480472938903,0.2642559988881826,0.37577787771177285,0.38109021621766725,0.31101223285189483,0.29275375493850775,0.1393668028114899,0.3064466297691247,elif
0.5242066032824229,0.5314169163118956,0.08824458461261575,0.3462510952280319,0.6744078042440496,0.3586347126630412,0.47227969786228796,0.34276629157296024,0.18276991955883592,0.27722078783396076,0.2983452325542565,0.5666500177424626,0.46975689218402733,0.3355312619002173,0.22857534094913012,0.2238017180000279,0.3164113736027341,0.29987643105310074,0.2898677567493469,0.3508969228209173,0.28658800563340225,0.40899778981358426,0.570838974512643,0.7082796749690299,0.6488301271330836,0.11923038163319982,0.37752948761730964,elif
0.30491646904878067,0.17322412827490413,0.26251938216641046,0.46530074469863514,0.806408904212764,0.6390053399957086,0.6108051757868855,0.5750410007776404,0.3756528467932979,0.39163299796011836,0.6449200275092684,0.5410700945256995,0.470518022004409,0.22021690145254177,0.22408227669663316,0.29550881966528575,0.2843519590947058,0.23209632147809328,0.20480805937412155,0.30003821746790643,0.46528564684463136,0.6195485312038405,0.6520145335700389,0.5250797398568054,0.2229532143845283,0.04766120252347422,0.3534790283207207,elif
0.40317082722093045,0.17613669445226154,0.16185556509947768,0.7171849760596658,0.5768662051955318,0.3186521029376174,0.5902342348919439,0.27857274164501605,0.3004440001156449,0.6231018741041684,0.5586139121325077,0.35950086699465444,0.30326206208002554,0.6001333251949197,0.26281953835540484,0.1370023834063166,0.15395691956627056,0.14469299730204804,0.12858605191649308,0.12410111338751009,0.109502654427884,0.35262776672642393,0.5562781305446652,0.6153771909254412,0.5168099116936774,0.0824920674543821,0.44154985118224055,elif
0.5463146006240378,0.5155236068964466,0.07986619159261976,0.6899751619921808,0.5870878032617298,0.010111026630742703,0.5240306926031588,0.2861409298796477,0.048522271296070785,0.44712822424198967,0.2909356698263805,0.2382825678099182,0.19903437378626387,0.7362645624054335,0.41851075744067123,0.27174202927588753,0.26883798146886106,0.24286425073958162,0.2890202395643934,0.2253180295423285,0.1795081496167285,0.18742484218179048,0.30459798612781275,0.3981125586498149,0.5355522518024748,0.12265087493039334,0.3822076925113906,elif
0.2968381986502704,0.2503766338997196,0.40873698631696626,0.1725718370719717,0.5000325123144667,0.6048698529052372,0.46127782103548487,0.49704230772980296,0.5234688988332505,0.39412062563916705,0.4734271031524755,0.5926562670446565,0.54435599650803,0.27881332064202213,0.24289620199128414,0.25532565190088974,0.24572269805848218,0.1967318186487706,0.15911203116779365,0.14112779557803576,0.1644742367371385,0.29532485156488,0.21523919011245393,0.1894779961969323,0.25230571459011764,0.08645305873676733,0.10971746520577422,elif
0.47927885040740525,0.4443488106443828,0.25403910891357695,0.4536556561361057,0.6324748839336851,0.19789848973591762,0.2859264352962372,0.2963908170213619,0.1141130058411115,0.420796861959187,0.6745847911650991,0.31493852533837513,0.33874732290734744,0.3236487404183952,0.3269609334248317,0.5170671821134162,0.5674122690074495,0.39078303097555656,0.24076274669464287,0.219656958313099,0.2926052448008135,0.4205553020272459,0.38013734579685343,0.36723641700021636,0.32010434578155533,0.10947429966151062,0.26689387150860183,elif
0.48208609134399794,0.4886341385056221,0.3355750458962164,0.19357241905101352,0.47536741507947844,0.2352887377698336,0.33322811913789857,0.5580232775224981,0.3104046725364425,0.05651684417826486,0.3464756420920129,0.4506831030314519,0.09365000789144962,0.39680766945645995,0.2935386062940346,0.3628309883960102,0.3484271460986677,0.22048286665565203,0.1652312594546304,0.17711880080089076,0.18935383928237798,0.19867502897667508,0.29275147713234284,0.455435835762946,0.4274549341960837,0.11954157301975904,0.21485169046696617,elif
0.42295992589201203,0.7091058934757686,0.3343966882189328,0.3964539513069848,0.7994203121627896,0.45914413521404385,0.20109889188993896,0.362956492945774,0.17928236653629792,0.1913666963658709,0.43860637857239837,0.5220983182969909,0.45708112933188355,0.5826126650701294,0.33777613785874033,0.2572016824418203,0.223509311681036,0.34175027445826744,0.5562930232534904,0.45036980704450963,0.31126138267024384,0.3078812842410694,0.30517784663324554,0.3174875931127894,0.46314769101500397,0.0978454152562046,0.1903312855045966,elif
0.4098041650347004,0.43048600588890107,0.17218774944721554,0.38323825287742536,0.7206209205567828,0.3874607276644543,0.4859345202079102,0.4988072958143535,0.2765566115008778,0.32731658524072915,0.3978126339956156,0.3750714893966263,0.4769664233024457,0.3844164374555651,0.21811693421360895,0.12934309616952788,0.16154803463791112,0.33548110321098423,0.44896325156261613,0.5101284744923891,0.3952906401148847,0.3386484612707904,0.35995958986040366,0.48922651711315535,0.48484234149204153,0.10058538673580747,0.34105967242758045,elif
0.4941545833958938,0.37880381177419786,0.1464918549399739,0.8867777708048676,0.6696223269377886,0.14528949253056533,0.47666402527741225,0.10812587758298536,0.05233587397704431,0.53748814513064,0.27364510840265693,0.1589407022296097,0.25336356254665715,0.6054130315533178,0.35006929258055247,0.20206945365019213,0.18878286638093056,0.18212337674326567,0.16027051457527258,0.14489081512822866,0.1642247743381295,0.19443078656286597,0.3478834287909207,0.515657724947679,0.5697613452652825,0.11040171268037605,0.4398887078824304,elif
0.41864204958068707,0.49325524670863385,0.30948183986185984,0.42878991341657224,0.7704312867182572,0.42938383203120395,0.3522666993761139,0.40981848510478724,0.21083442694205967,0.2719369915415075,0.49786762168870496,0.31136857247846883,0.2726131587653652,0.5994648296922583,0.5203331831532706,0.3727438272006693,0.3866002306690594,0.3797934142324424,0.3158896104829648,0.34935075712732006,0.30352163302986435,0.2211153040117909,0.2649122428884353,0.4009222703138513,0.479042551836212,0.0886940699972278,0.23483827026114534,elif
0.402271214573249,0.35255406650243915,0.0780825926370472,0.2721866016364008,0.7756126044870436,0.4578887419431833,0.33350022070228275,0.446439130786866,0.25363915182566554,0.3657197193240634,0.6675299729785951,0.5023242236595168,0.37603346822722594,0.5429956947752,0.2679759081711252,0.3063591641670996,0.3611828121788396,0.3630165555499273,0.3530688257053246,0.253197672877394,0.24914155908184904,0.42772744589370626,0.5709594909375033,0.5789375024941023,0.5213116173388705,0.08595233928913865,0.3803349616657622,elif
0.18909117541134557,0.41440173693469395,0.32410715886899366,0.26269939810972853,0.7858485887283568,0.6425250754640727,0.3366662196256266,0.5628311672447641,0.5953434802795257,0.3815599403162734,0.563179624131047,0.6167656961866684,0.49729563428271867,0.42654959363719247,0.22533244149564097,0.18677979746198914,0.17908280411198108,0.20341955828196462,0.25914973980876255,0.3334860864931893,0.3795616173372966,0.5392736052462241,0.64600524440121,0.5605075477484781,0.5275899467115083,0.021177527218913736,0.2177920121799931,elif
0.30677637358077603,0.2921217840126318,0.10285178326354194,0.7570071410069812,0.8086736235591181,0.25363117421032555,0.42626324955533734,0.3079857855404575,0.2291183618294278,0.611824127694948,0.7226357338328738,0.3696231549176952,0.3025532874976229,0.5973148724199245,0.5894303306205214,0.6193742156751111,0.3488834172737272,0.1569223369500124,0.2020095854036177,0.21363230339606482,0.12723992181658195,0.15424738276334465,0.18718599728524574,0.3127660898700886,0.4424547642503308,0.06026115032432261,0.3458767709756955,elif
0.4088235145394028,0.4121076232018266,0.17535148880775353,0.6714815893008101,0.8174022808574575,0.23492417675948546,0.3043673106294341,0.3508909847759403,0.24825333501050284,0.43554129980429407,0.5900440267812991,0.4297959738669519,0.32667045083089774,0.58615959735457,0.3032192908694517,0.15348853592676787,0.20631091149983832,0.3020161214348238,0.30028381319534786,0.20608060096906117,0.1652755957440949,0.302491701669954,0.5142983224167569,0.6573929778026849,0.6576447615276573,0.10481415717690937,0.3522003076152211,elif
0.4805504043018538,0.6678185177380964,0.16452631317593375,0.5029694866047913,0.5198829406639339,0.10097043932863059,0.4698099526843294,0.2560754713755604,0.03887611226035792,0.3787970130254455,0.26479835048190525,0.18327178650905906,0.21275862660676803,0.32149102659345996,0.17401639909202643,0.2558073078736524,0.2405765774656488,0.1602417031703658,0.2312125755539705,0.35113286627338847,0.5090099351317826,0.543763535640033,0.38325304279264505,0.35644981978839974,0.3026454376172956,0.10445298526401081,0.22750279414222813,elif
0.38445425719211723,0.3725673452950481,0.23819360574322285,0.46731889110053904,0.8315118089425921,0.5243724607828667,0.46387121078665006,0.5686512689025581,0.26758830554211566,0.27535769977243185,0.6747610818692933,0.6428667424030006,0.4770901591969566,0.5781423848085809,0.26770021728044124,0.1620461463129384,0.1442332178741032,0.18622606271803394,0.2581220939356475,0.2872605864032334,0.2983370349532431,0.3561266147075095,0.45193498594109816,0.5030689684514354,0.5955232392949633,0.08223915339226345,0.2865972815720989,elif
0.48379099281509585,0.5539845388621722,0.19586782114182139,0.2815889569222288,0.624499757718718,0.2792441335283268,0.39280610464213805,0.44133506051692983,0.15469451092648245,0.22123052068334492,0.516008518658655,0.43813991946547803,0.29178252595308796,0.500721011341492,0.36306021874289274,0.2557508544304608,0.3085734652257195,0.3709838601022656,0.3371656667151084,0.31086280969480506,0.3218521602506412,0.46679343515315674,0.517275613206927,0.4942920657987667,0.43838448504863414,0.1212180178983138,0.29506076047358004,elif
0.43195644896514307,0.585364112360454,0.3261556410847059,0.30411328229899043,0.5013027983383261,0.2907418529960457,0.38430024671953444,0.3733485196548839,0.23664297550053626,0.2430086462478876,0.4160198596293887,0.47671750644683014,0.22435022329706888,0.4984031147610398,0.22232404729328925,0.1334822873750423,0.18723724966960098,0.2844558293799823,0.29660199411278526,0.3155731640901267,0.28771896701325134,0.3124344525131445,0.4013713575165966,0.45012803995895867,0.48081055432034436,0.09279750501145811,0.2223663642020256,elif
0.4538442031515726,0.6016056370146821,0.19252865107605116,0.40297247476124065,0.6032257158440485,0.31029413728801225,0.4414044311698009,0.25019887947036756,0.1592649919208161,0.4696428493464848,0.49516807621132336,0.381218465539956,0.34689039993493476,0.36260262490888784,0.1899193125452009,0.24537736135305288,0.3046756880205116,0.33462404543201557,0.33981116048306,0.3189488663489063,0.316108761512414,0.42591656913048104,0.45758831639183406,0.5743040773085561,0.46399273476088243,0.0871607141570371,0.3074100494787477,elif
