MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_Std_1,MFCC_Std_2,MFCC_Std_3,MFCC_Std_4,MFCC_Std_5,MFCC_Std_6,MFCC_Std_7,MFCC_Std_8,MFCC_Std_9,MFCC_Std_10,MFCC_Std_11,MFCC_Std_12,MFCC_Std_13,MFCC_Std_14,MFCC_Std_15,MFCC_Std_16,MFCC_Std_17,MFCC_Std_18,MFCC_Std_19,MFCC_Std_20,MFCC_Std_21,MFCC_Std_22,MFCC_Std_23,MFCC_Std_24,MFCC_Std_25,MFCC_Std_26,MFCC_Std_27,MFCC_Std_28,MFCC_Std_29,MFCC_Std_30,MFCC_Std_31,MFCC_Std_32,MFCC_Std_33,MFCC_Std_34,MFCC_Std_35,MFCC_Std_36,MFCC_Std_37,MFCC_Std_38,MFCC_Std_39,MFCC_Std_40,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,ZCR,RMS,Pitch,Kisi,Duygu
-490.9989013671875,144.51925659179688,36.986080169677734,39.49000930786133,2.709012746810913,8.792487144470215,1.9286974668502808,2.255838394165039,-0.7844313383102417,-6.232925891876221,-0.3768153488636017,-14.64039421081543,-8.184261322021484,3.442011833190918,-13.980203628540039,-11.747763633728027,-3.0363247394561768,-2.433476209640503,-2.9317467212677,-9.335506439208984,-2.333138942718506,-4.648272514343262,-8.941935539245605,-4.668190956115723,-5.16100549697876,-3.2532973289489746,-2.6911466121673584,-6.102563858032227,-2.204662322998047,-3.238797903060913,-5.157972812652588,-0.12385066598653793,-3.008223056793213,-1.151787281036377,0.6835166215896606,-0.8116973042488098,0.5850541591644287,-0.8912609219551086,0.4944756329059601,3.0546035766601562,75.93079376220703,41.50507736206055,32.023860931396484,35.00578689575195,18.015060424804688,12.57176399230957,14.879415512084961,13.368415832519531,12.179075241088867,14.257890701293945,10.928203582763672,12.1783447265625,7.873208999633789,10.270670890808105,9.678288459777832,8.060382843017578,7.628467559814453,7.009047031402588,7.363975524902344,7.57775354385376,6.350095272064209,6.440448760986328,7.327925205230713,6.6643476486206055,7.34478759765625,6.383995532989502,5.819352149963379,7.218670845031738,6.039540767669678,6.80363130569458,6.652829170227051,6.9137187004089355,7.202517509460449,7.037285327911377,7.966333389282227,6.948250770568848,8.08182144165039,7.069464683532715,7.059731960296631,7.449878215789795,0.32092025876045227,0.2564985752105713,0.23064234852790833,0.27336153388023376,0.3585527837276459,0.4962986409664154,0.5559518933296204,0.5113441944122314,0.5137119293212891,0.4909248948097229,0.49494293332099915,0.3859306871891022,1753.4929768870747,2576.652268355415,2996.8457197614994,0.03242869596465077,0.03005685843527317,565.5497436523438,elif,korku
-486.0020446777344,142.14573669433594,41.391571044921875,40.001380920410156,-0.8597846627235413,3.9433255195617676,3.4204981327056885,3.1048684120178223,-3.1901562213897705,-7.214531421661377,-1.2469186782836914,-13.905407905578613,-10.480947494506836,-1.8719143867492676,-12.984724044799805,-8.314229011535645,-5.2092461585998535,-9.162400245666504,-4.171604633331299,-7.0791754722595215,-4.586236000061035,-4.313748359680176,-7.032617092132568,-4.411282539367676,-6.114095211029053,-5.203386306762695,-2.2623562812805176,-6.711946487426758,-3.430914878845215,-2.4412877559661865,-4.742602348327637,-0.5786505937576294,-3.6714425086975098,-1.3761060237884521,0.4959496259689331,-1.0808004140853882,-0.38602107763290405,-0.7163006663322449,2.2443349361419678,2.3712024688720703,68.1625747680664,40.05213928222656,26.395509719848633,35.34973907470703,19.5891056060791,12.153107643127441,12.959463119506836,12.113069534301758,12.070523262023926,12.085402488708496,8.660054206848145,12.50698184967041,9.094371795654297,8.601975440979004,7.645850658416748,7.153655529022217,7.102055072784424,7.450817584991455,6.632075309753418,6.893696308135986,6.998013973236084,6.510560512542725,6.313762664794922,6.084486961364746,6.718852996826172,6.653482913970947,6.042904376983643,7.225215911865234,7.295819282531738,6.654804706573486,6.458993911743164,5.71634578704834,6.969872951507568,6.486315727233887,6.539341449737549,7.055122375488281,6.910670280456543,6.772730350494385,7.0763750076293945,5.953395366668701,0.30377793312072754,0.26877936720848083,0.26801323890686035,0.3143062889575958,0.3577139377593994,0.4020361006259918,0.5119962096214294,0.576033890247345,0.605496883392334,0.5425893664360046,0.4601229727268219,0.3711548149585724,1786.719951272406,2619.3450372107363,3172.2937846580407,0.028823034600277263,0.03462426736950874,591.2843627929688,elif,korku
-499.9326477050781,141.5193634033203,26.270402908325195,45.314327239990234,1.8631232976913452,13.865196228027344,5.688344955444336,6.007104873657227,1.3234516382217407,-1.6688445806503296,2.9584758281707764,-13.896454811096191,-11.347370147705078,-0.416381299495697,-11.398247718811035,-8.75996208190918,0.4526503086090088,-3.5219810009002686,-1.2985808849334717,-3.1916325092315674,-2.498981475830078,-6.340017795562744,-8.701061248779297,-2.4342875480651855,-5.2444891929626465,-5.194080829620361,0.1121167466044426,-6.275341033935547,-3.7966561317443848,-2.517667531967163,-4.6123809814453125,0.0561804436147213,-4.138773441314697,-1.1980352401733398,-0.07065801322460175,-1.2682162523269653,1.3243565559387207,0.20533710718154907,0.7673197984695435,3.65492582321167,82.99268341064453,45.5908088684082,29.256093978881836,37.6389045715332,22.364295959472656,13.753113746643066,15.265954971313477,12.251975059509277,11.458327293395996,11.958053588867188,9.595534324645996,12.0321626663208,9.403923034667969,9.029666900634766,7.920065402984619,8.003771781921387,6.653956413269043,6.733302593231201,7.444432258605957,6.99251651763916,5.726412773132324,7.798757553100586,8.925063133239746,6.596004009246826,6.478382110595703,8.053299903869629,5.948756217956543,6.906054973602295,6.306340217590332,6.188976287841797,6.549575328826904,6.859949588775635,6.242032051086426,6.5497565269470215,6.369298458099365,7.396462440490723,6.668087482452393,6.341004371643066,6.209719657897949,6.451905250549316,0.27950435876846313,0.238962322473526,0.2517887353897095,0.31538495421409607,0.389753133058548,0.5228102803230286,0.6437114477157593,0.6052961945533752,0.5687537789344788,0.4921029508113861,0.44843825697898865,0.33986496925354004,2108.7126541941434,2781.422925188039,3824.6559633027523,0.04002472763761468,0.026229863986372948,647.1709594726562,elif,korku
-495.1429443359375,158.8291778564453,31.09653091430664,37.107154846191406,-5.0138936042785645,11.93626880645752,10.802875518798828,5.6741437911987305,-4.194935321807861,-6.409097671508789,1.5444767475128174,-16.22303581237793,-8.73607063293457,0.21070979535579681,-14.04980182647705,-8.134834289550781,-4.314537525177002,-7.724052906036377,-1.8823922872543335,-4.958845615386963,-4.97334623336792,-6.30187463760376,-5.422212600708008,-3.545395612716675,-9.305238723754883,-5.452751159667969,-2.3154499530792236,-7.847402572631836,-3.9730143547058105,-4.555087089538574,-5.877175807952881,-1.9755613803863525,-5.157395839691162,-0.686817467212677,-1.8614400625228882,-3.739806652069092,1.285387396812439,-2.3521525859832764,-0.8294986486434937,3.4791553020477295,69.22345733642578,44.4239616394043,28.306713104248047,34.22575378417969,22.71515464782715,12.6217679977417,13.268203735351562,12.215397834777832,11.826133728027344,12.265534400939941,9.74477767944336,11.996594429016113,9.713459014892578,9.00131893157959,9.470608711242676,7.742474555969238,6.971996307373047,8.65377140045166,6.8927998542785645,6.716314315795898,7.0394768714904785,7.28335428237915,7.217708587646484,6.466548919677734,7.5217108726501465,6.797332286834717,6.110064506530762,6.861166477203369,6.108089447021484,6.5893096923828125,6.200173854827881,5.787252426147461,6.567898750305176,6.270182132720947,5.881729602813721,6.26051139831543,6.597273349761963,6.108211040496826,5.948979377746582,6.285005569458008,0.2005479633808136,0.18694418668746948,0.22709034383296967,0.33192774653434753,0.44895321130752563,0.6246540546417236,0.7624846696853638,0.6694899797439575,0.5631247162818909,0.42214542627334595,0.32674887776374817,0.24227172136306763,1801.4801566447481,2561.0681541329814,3318.756764069264,0.03042562905844156,0.02852756157517433,580.48193359375,elif,korku
-495.6112365722656,147.78558349609375,32.89302062988281,45.03408432006836,4.8816423416137695,12.65965461730957,4.012688159942627,2.545656204223633,-1.087005615234375,-4.694456100463867,-0.27505049109458923,-14.978730201721191,-9.72598934173584,1.7222439050674438,-11.438516616821289,-10.814000129699707,-4.232284069061279,-4.231076240539551,-0.011216273531317711,-7.111270904541016,-6.102849006652832,-3.10709810256958,-7.2110066413879395,-6.4063720703125,-5.382052898406982,-3.691802740097046,-2.3483474254608154,-6.750678539276123,-1.464414358139038,-2.7849340438842773,-7.756740093231201,-1.0614867210388184,-1.8084936141967773,-0.703604519367218,-1.5324037075042725,-1.8930538892745972,2.033561944961548,1.21559476852417,1.4466313123703003,2.4125144481658936,79.56661224365234,47.294281005859375,32.89813232421875,37.704158782958984,21.238658905029297,12.097512245178223,11.972743034362793,10.344608306884766,9.330525398254395,12.643016815185547,8.22524356842041,13.158830642700195,9.03165340423584,8.856663703918457,8.567765235900879,8.171655654907227,6.960414886474609,7.635219573974609,6.8127593994140625,7.111579418182373,6.5535101890563965,6.31374454498291,7.014846324920654,6.332540512084961,6.386672019958496,6.722386837005615,6.19115686416626,7.0398054122924805,6.712981700897217,7.0164031982421875,7.711845874786377,5.8971052169799805,6.374360084533691,6.2718400955200195,6.083604335784912,6.659897804260254,7.461781024932861,6.957003593444824,6.444314002990723,6.415625095367432,0.2448611706495285,0.23091702163219452,0.2614680528640747,0.3056694269180298,0.38022375106811523,0.5349438786506653,0.6707008481025696,0.668199896812439,0.6187236905097961,0.4851123094558716,0.39028680324554443,0.2952359914779663,1798.8145988607655,2553.218832644919,3097.2358121330726,0.03318974743150685,0.032238978892564774,601.3272094726562,elif,korku
-504.72198486328125,151.56988525390625,31.463048934936523,44.8138427734375,5.812904357910156,15.089445114135742,5.9639763832092285,1.7780263423919678,-0.7649680376052856,-2.2978076934814453,-0.30877816677093506,-15.33875846862793,-9.747757911682129,-0.18390826880931854,-11.496562004089355,-7.843915939331055,-0.8297662734985352,-4.511181354522705,-0.4595121443271637,-7.082210063934326,-5.974149227142334,-1.5984214544296265,-7.501216411590576,-3.513072967529297,-3.1348297595977783,-4.648763179779053,0.7647116184234619,-4.1094183921813965,-1.599600076675415,0.5431689023971558,-4.179826736450195,-0.17947404086589813,-0.9843510389328003,-0.3941936194896698,-0.26566892862319946,-1.108371376991272,0.052954282611608505,-1.3060036897659302,-0.433420330286026,1.5123109817504883,74.98282623291016,47.41103744506836,28.67501449584961,35.27394485473633,24.19188117980957,13.93005084991455,12.316325187683105,10.72378921508789,10.258424758911133,13.261946678161621,8.98669147491455,10.491659164428711,9.661877632141113,8.56993579864502,9.571849822998047,8.431443214416504,6.868038177490234,6.637716293334961,6.637927055358887,7.062439441680908,6.788500785827637,6.394974708557129,6.51314640045166,5.503937244415283,6.522695541381836,6.681722640991211,6.616711616516113,6.642900466918945,7.721766471862793,7.202203750610352,7.0228800773620605,7.415252208709717,7.768118381500244,6.87418270111084,6.0793304443359375,7.317713737487793,6.36586332321167,5.717291831970215,6.540860652923584,6.1140947341918945,0.38183480501174927,0.37057286500930786,0.31840234994888306,0.2872450351715088,0.35389018058776855,0.49313926696777344,0.5385738611221313,0.469565212726593,0.4406053125858307,0.41837018728256226,0.4087013900279999,0.4153149127960205,1834.690175674709,2494.003056667527,3055.361749530957,0.03812624589587242,0.02857745811343193,632.530029296875,elif,korku
-416.5442810058594,169.03988647460938,-1.856693983078003,31.294767379760742,10.975686073303223,1.838455080986023,-19.347206115722656,-1.3311128616333008,-1.7595977783203125,-21.271987915039062,2.415471076965332,-7.477476596832275,-8.447503089904785,1.0483297109603882,-11.95707893371582,-4.799804210662842,-3.228891611099243,-4.3338751792907715,0.18635059893131256,-9.461776733398438,-7.148278713226318,-5.427606105804443,-8.522629737854004,-1.0650452375411987,-4.542065143585205,-5.669265270233154,-1.1034544706344604,-7.5892720222473145,-2.985100030899048,-3.6657350063323975,-6.225759983062744,-1.0553971529006958,-5.122941970825195,-2.6197726726531982,-2.5963997840881348,-3.2404398918151855,0.4321420192718506,-2.082047462463379,2.0613107681274414,6.205327033996582,83.15608978271484,45.26203918457031,32.00539779663086,29.78966522216797,26.233064651489258,14.672117233276367,22.129579544067383,12.693352699279785,10.127306938171387,18.420799255371094,10.523463249206543,10.625691413879395,11.486346244812012,8.837165832519531,8.461454391479492,8.894820213317871,6.533377647399902,8.038002014160156,7.812893867492676,7.956397533416748,7.790579319000244,7.152592658996582,7.01831579208374,5.918432235717773,6.8278350830078125,6.837899684906006,5.742645740509033,7.066838264465332,6.461851596832275,5.934367656707764,6.415557861328125,5.8469462394714355,7.033159255981445,6.723209857940674,6.6213059425354,8.092154502868652,7.46483850479126,6.594348907470703,8.529459953308105,9.204634666442871,0.2839866578578949,0.2823198735713959,0.35537928342819214,0.41118431091308594,0.3682900667190552,0.36922594904899597,0.4527530074119568,0.512885570526123,0.5158640742301941,0.45893409848213196,0.42783471941947937,0.33503133058547974,1887.7551304301037,2417.2256806998207,3531.094467840735,0.03768663859111792,0.04829549044370651,1022.1133422851562,elif,mutlu
-410.0963439941406,160.27017211914062,3.9289932250976562,27.458953857421875,5.89897346496582,-1.0680993795394897,-18.333431243896484,-5.570570945739746,-3.71588134765625,-18.684789657592773,-2.592499256134033,-6.963749408721924,-7.882349491119385,-1.7799866199493408,-11.417362213134766,-5.268861770629883,-1.6737045049667358,-4.929593086242676,0.8292562365531921,-7.728842735290527,-6.6258955001831055,-2.664926052093506,-10.932021141052246,-4.1230058670043945,-2.210350513458252,-7.925460338592529,-3.727614164352417,-6.086251735687256,-5.899566173553467,-2.61527156829834,-3.93778920173645,-0.20086269080638885,-0.8617939352989197,0.2148563116788864,2.213348150253296,0.12535449862480164,1.1886385679244995,-0.6405125856399536,0.09990215301513672,2.664264678955078,84.55552673339844,50.113983154296875,29.671226501464844,34.04697036743164,27.3520450592041,16.906949996948242,21.93475914001465,14.319806098937988,12.673127174377441,18.14608383178711,10.522812843322754,9.552471160888672,10.931330680847168,8.127054214477539,8.181944847106934,8.138143539428711,7.975699424743652,8.795903205871582,7.443882942199707,7.445110321044922,6.957066535949707,6.525677680969238,8.195574760437012,5.9793877601623535,6.117184162139893,7.148324489593506,6.842142581939697,7.297425270080566,6.50604772567749,7.25276517868042,7.163527965545654,7.6682963371276855,8.247886657714844,9.457571029663086,9.619887351989746,8.542912483215332,7.679261207580566,8.06320571899414,7.684453964233398,7.444840908050537,0.44271087646484375,0.31974056363105774,0.28100064396858215,0.28196123242378235,0.27869948744773865,0.32570305466651917,0.4161403179168701,0.44388556480407715,0.48590895533561707,0.43397414684295654,0.4484480619430542,0.51090008020401,1993.451778615572,2381.287699113097,3641.7293233082705,0.04447544642857143,0.05460604280233383,987.6089477539062,elif,mutlu
-401.28369140625,176.26144409179688,-3.8005495071411133,24.635086059570312,10.626014709472656,-2.368339776992798,-22.948841094970703,-1.8003697395324707,-0.4504210650920868,-21.643224716186523,0.7476071119308472,-8.145283699035645,-11.755241394042969,-2.2890584468841553,-9.809473991394043,-5.977155685424805,-5.213263511657715,-4.126465797424316,-0.1965135931968689,-10.035862922668457,-8.714778900146484,-4.471549034118652,-9.06621265411377,-1.0163156986236572,-2.144937515258789,-6.709582328796387,-2.5523078441619873,-5.579787254333496,-1.885136365890503,-3.1059718132019043,-5.761659145355225,-1.2851965427398682,-2.810032367706299,0.21822653710842133,0.196682870388031,0.49176016449928284,2.129453420639038,0.4353560507297516,2.6250433921813965,1.4056679010391235,89.88349914550781,45.75756072998047,33.79149627685547,28.00665855407715,23.649301528930664,13.84029769897461,27.272438049316406,14.242180824279785,10.244651794433594,18.075721740722656,9.524176597595215,9.54770565032959,11.378259658813477,8.058136940002441,7.535185813903809,9.113710403442383,7.581262588500977,7.279611110687256,7.069140434265137,7.220143795013428,6.142273902893066,6.419098377227783,7.555875778198242,6.978928565979004,6.983042240142822,8.579621315002441,7.191797256469727,7.663684368133545,7.120920181274414,7.788435935974121,7.413711071014404,7.4386491775512695,7.0959601402282715,7.315634250640869,7.369811058044434,7.934824466705322,7.753756523132324,7.609674453735352,8.350364685058594,7.108912944793701,0.4103204607963562,0.3844740092754364,0.31675484776496887,0.31164318323135376,0.32184648513793945,0.36692824959754944,0.3913814127445221,0.38633280992507935,0.43204012513160706,0.45341840386390686,0.4647737741470337,0.42057088017463684,1761.2151053426917,2280.7542029228894,3360.828488372093,0.03383029125670841,0.060271069407463074,1019.2681884765625,elif,mutlu
-401.15728759765625,158.79127502441406,9.40041446685791,23.585872650146484,6.037359714508057,0.8849033713340759,-15.003670692443848,-3.2661285400390625,-2.0037600994110107,-16.087942123413086,2.727539300918579,-4.318302631378174,-11.085355758666992,-5.256229877471924,-9.838447570800781,-3.7721939086914062,-1.7108869552612305,-6.408586502075195,-2.0361437797546387,-5.316357135772705,-6.462497711181641,-4.365219593048096,-5.753113269805908,0.4968101978302002,-2.6602602005004883,-4.656931400299072,-0.845037043094635,-6.727614402770996,-4.186638355255127,-2.780590772628784,-4.106301307678223,-0.2424284666776657,-2.200314521789551,-0.035602081567049026,-1.2822798490524292,-1.634771466255188,1.5457141399383545,-2.1778249740600586,1.0027945041656494,2.7069461345672607,85.61965942382812,44.094791412353516,31.53313636779785,28.761999130249023,20.518749237060547,16.341707229614258,23.226730346679688,15.616912841796875,11.466276168823242,18.179162979125977,9.562673568725586,10.45180892944336,10.252516746520996,7.787561893463135,8.077435493469238,8.960203170776367,6.991395950317383,7.700968265533447,7.807271480560303,6.735695838928223,6.7773756980896,7.565950870513916,8.634098052978516,8.020623207092285,7.298649311065674,7.469808101654053,6.419403076171875,7.033478260040283,5.815216541290283,6.403970241546631,7.259466171264648,7.822714328765869,7.317425727844238,7.78474760055542,7.607296943664551,7.336468696594238,7.189980983734131,6.930014133453369,6.933967113494873,7.762986660003662,0.4247851073741913,0.3634137213230133,0.35545048117637634,0.3625473976135254,0.34822556376457214,0.3843940496444702,0.45925620198249817,0.5065008401870728,0.49617820978164673,0.4183794856071472,0.41247448325157166,0.45104965567588806,1845.482707364243,2474.520398355987,3491.0554561717354,0.03287556602191413,0.056254781782627106,874.53271484375,elif,mutlu
