MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,Kişi,Ses Türü
-491.00317,97.34865,39.773647,31.861979,5.4984593,-2.206569,-9.089667,-3.0342987,-6.964933,-6.960022,4.93305,3.7463176,-15.753295,2.4992697,-3.843136,-6.412121,-2.412343,-6.221681,-5.52619,-2.6048875,-5.3321505,0.5761702,-6.949903,-0.35962176,-3.0966527,-3.5027046,0.2571483,-0.5188551,-0.4829251,0.44270828,-1.8966323,-0.34011522,1.1888801,1.4441297,1.1515591,-0.3057344,2.6735492,-0.295041,2.99703,2.4212093,irem,notr
-469.11597,101.457954,31.69522,30.586956,8.7783985,-5.2133384,-10.491563,-7.654083,-16.845583,-3.9680948,5.9226346,-4.983025,-17.339598,4.9448686,-8.255213,-6.2120814,-5.3893967,-4.8885164,-7.093894,-3.4984107,-6.881946,-0.8086572,-7.3121486,1.2234437,-6.4007072,0.50581086,2.2959816,2.3102114,8.29912,4.702944,3.6651034,1.0442642,3.0008674,1.2158787,0.45795172,0.9757376,3.9421487,-0.5936694,1.4826165,1.4022193,irem,notr
-514.2758,78.26406,27.73404,32.201653,-0.18552922,-7.4240775,-5.4535503,0.7953829,-7.0347366,-3.4039013,-0.52255344,-2.999613,-7.98497,1.1661171,-8.56821,-5.477475,-0.52837586,-7.1753254,-7.7521358,-0.9637851,-6.2120194,0.6479513,-6.465047,-0.3231173,-2.017398,-2.689169,-0.26832628,-0.731214,0.6024489,1.8052138,1.6325929,0.63033926,5.0309434,3.8421052,4.074759,3.828148,3.4027097,-1.1693897,0.93255174,-1.461191,irem,notr
-415.31088,81.03799,6.723497,-1.2032982,-15.17892,-7.997213,-2.521535,12.980409,-16.463566,-1.2277172,-7.59921,-8.298824,-20.318813,2.9174376,-11.888096,-1.6740518,-1.972592,10.483013,-1.9622812,8.539649,-6.638061,2.5558522,0.23812176,-1.2217628,-2.009949,2.5725877,-3.4699514,-1.8588156,-1.3633192,-0.078449026,0.6077577,1.7215836,3.5697854,0.91188616,3.029594,1.6841892,1.3948525,-3.724509,2.7360277,-1.817655,irem,saskin
-423.6616,93.71552,7.6887975,3.1187053,-24.897806,-17.876038,-5.5857472,10.141517,-19.849827,-7.0568156,-6.854315,-16.001179,-16.163546,2.3484347,-17.321577,-0.48608482,-3.2542531,-3.322558,-2.3331447,4.943186,-2.4005861,8.568044,2.1606717,5.580679,-0.55848396,3.2014608,6.9791594,5.255867,4.537404,-0.22829424,-2.7153704,-1.3048311,-2.8589606,2.1525111,1.9406495,-2.071804,-3.0972917,-5.8289747,2.7698529,-0.14314269,irem,saskin
-435.55307,81.11069,3.42893,9.6574335,1.4045113,-8.783311,-1.1234143,7.1682897,-17.38856,-9.307302,-7.348718,-12.286582,-20.893183,4.8971133,-18.360737,-6.8048105,-6.2697644,-2.895069,-7.2497454,0.73441666,-9.259653,0.9166453,-1.5256281,5.2375245,6.237435,10.290357,9.332328,5.4006643,4.8621516,-0.45122755,1.6323974,3.3096488,2.1479824,0.6501763,1.5894278,-1.1198423,1.4142591,-3.1326993,1.6206608,-1.9053255,irem,saskin
-420.47165,65.8362,0.76301736,4.8846164,0.22925942,-8.665313,-5.6017756,2.5399773,-11.289991,-3.019227,-7.604541,-12.496617,-14.40243,4.5784917,-12.492751,-2.1497526,-1.2249334,3.359454,0.21963371,6.3845415,0.99210376,6.97022,5.043184,10.65972,5.1670766,3.9694145,0.16286501,-1.9337854,-1.5638002,-1.98504,0.15586773,0.85941297,1.5553814,-3.5913382,-0.21366322,-3.3305182,1.0717145,-0.48260787,0.5686538,-1.1954556,irem,saskin
-389.9395,46.93695,-12.42425,-10.874558,-14.20787,-12.656088,-5.4699883,4.3663545,-21.024557,-6.8701463,-0.17642854,-5.339397,-15.024675,9.0034685,-11.679608,-2.981193,-2.722285,3.536885,4.530465,8.246159,-3.0651069,6.193082,-2.3394036,4.834809,-2.177748,2.8294919,-2.0057068,-1.5575024,2.505009,-2.3164082,-0.5645434,-1.0104558,0.4625177,-1.0284944,2.7785115,-1.5267663,-0.119872,-0.42691392,-0.073168926,-2.442421,irem,saskin
-368.56445,60.70705,0.5234281,3.3951304,3.2716835,-1.4868155,-7.257006,-4.035879,-19.845892,3.698404,-16.398788,-4.9225616,-20.51921,2.1926203,-14.05416,-4.3738084,-5.113414,5.4441185,-12.962624,7.1201377,-8.085409,-2.857555,-4.532497,-0.7113266,-1.554317,-1.2912779,0.26554868,5.831472,-0.9985756,4.868542,3.2222881,0.25003666,4.802413,-1.2063618,2.5190492,0.3351963,1.7128141,-1.551307,1.5947993,-2.0832486,irem,sinirli
-384.05005,89.13457,3.7715132,-1.8235574,-5.011435,-7.919443,-5.0304036,5.5890007,-19.356754,-3.2878184,-7.3751683,-9.500359,-18.298937,1.5229352,-15.873521,-5.782418,-7.029549,-4.2494464,-8.862812,-0.44687656,-7.152809,0.106161825,-4.5973988,4.0511146,1.2562469,1.975968,5.838212,4.623511,3.9681067,3.071217,0.0618613,2.0274775,1.7656066,-0.35873467,2.7115822,-2.1120436,-0.45597827,-2.090721,2.309749,-0.4226882,irem,sinirli
-396.66455,64.58966,-6.786391,-2.7973905,-3.4807386,-6.0335703,-0.16803898,2.052044,-19.292574,-1.4430072,-8.474945,-7.340733,-12.823794,-0.30928034,-12.637497,-6.5827904,-0.73299485,4.798627,-3.97777,6.019027,-0.9312774,5.0523157,1.3816676,2.1210165,-1.3169467,0.27086392,0.4755246,1.6102554,-1.055879,1.1326236,-1.9848926,-0.9654918,1.3351065,-1.8874917,0.9189548,0.0715587,0.9393632,-2.2574825,0.339862,-2.0081472,irem,sinirli
-358.81488,70.983475,-1.8275951,3.2369933,-4.3813434,-6.1187162,-6.6375246,4.3647504,-24.082336,-4.4498763,-7.1476593,-8.936651,-24.992846,6.2128353,-14.169478,-0.3107928,-2.4498305,5.3770785,-1.5493801,9.567833,0.20174713,8.37891,2.5393393,6.2212687,-4.2334814,-0.62089264,-0.012063031,2.8967538,1.9973972,1.9934076,0.26843295,-0.97688943,1.1011404,-0.75473326,3.0145142,-0.82503825,0.4464467,-1.5196737,1.7467856,-0.69149405,irem,sinirli
-364.17477,62.472363,1.8497938,3.1541026,-13.802505,-7.7221513,3.0111225,7.217462,-23.120396,0.57081234,-11.192932,-4.764281,-17.752851,2.3713062,-14.214444,-6.09668,-6.7045865,-0.11056678,-12.20977,4.547493,-5.1811724,3.9687254,-4.0305257,7.576241,3.0745845,4.744908,3.6368046,6.6676235,2.5734174,1.595689,-0.21276392,0.14785586,1.6066408,-3.1915584,2.303282,-0.9826185,0.59249616,-4.044912,-0.33222768,-1.6571894,irem,sinirli
-497.64597,107.638214,26.446941,19.195053,2.7374792,1.7225882,-1.860089,7.7105336,-9.2367525,-4.024261,-3.9932067,-6.210384,-11.728568,-3.470024,-12.384272,-4.3228135,-1.854045,-0.35011655,-8.98621,-6.5099688,-1.8216206,-3.4746196,-11.146624,-3.5744846,-8.719257,-2.7575166,-3.3439145,-4.4778314,-0.37926045,-0.6571961,2.3855424,-0.036278658,1.3069472,1.8672371,2.2036705,2.1121614,3.6347153,1.700115,3.649025,4.060273,irem,uzgun
-524.0472,103.51108,31.318274,29.060675,3.641618,4.998875,3.6762924,13.236856,-11.114485,-3.4418626,-1.2178082,-5.214645,-17.963428,1.5002972,-12.852936,-2.4583447,-5.9475055,-5.8388042,-5.1164203,-7.3756714,-5.114315,-3.0666094,-13.434536,-0.81409365,-9.184109,-4.891883,-3.1535907,-7.63859,-0.92244923,-4.6766706,-0.9311306,-1.5620534,-2.1385715,0.34912395,2.6748812,5.0241523,6.617602,3.0573263,7.488759,5.0606885,irem,uzgun
-489.8927,120.26956,26.881792,20.006454,-0.34215093,3.8129914,5.287128,9.911212,-12.380474,-5.2025394,-3.9261997,-10.806484,-10.243418,-2.4169154,-12.5907135,-2.4195242,-5.04988,-4.704709,-6.4274144,-9.89954,-1.7206296,-6.831898,-13.143807,-0.97908074,-9.738854,-5.113718,-5.3918185,-3.5000486,-1.6495874,-3.4507573,-0.021371257,-2.4725397,0.21871172,0.39565188,0.29827052,2.1066375,3.7808433,1.1347402,3.9066274,5.397188,irem,uzgun
-505.81528,92.223015,22.266596,30.34052,7.5425825,3.5221431,4.216197,11.381868,-11.551538,-4.3851113,2.114664,-6.603993,-18.554909,0.4510207,-7.8691826,-6.44736,-4.2691116,-4.0536413,-4.539801,-6.4518824,-6.8135233,-3.2548752,-9.245082,-2.024161,-7.468893,-5.452873,-2.6046646,-6.0745597,0.7631617,-3.3227503,-0.14899452,-0.010809776,-0.5591751,1.6059757,1.9648565,5.1840215,5.6503525,5.6165104,7.13796,4.168728,irem,uzgun
-493.73587,90.768715,22.645452,24.861467,2.193613,9.053802,3.4152477,15.1615,-8.201241,2.400372,-1.6933467,-1.5210121,-14.28655,-2.5283737,-14.32868,-0.601737,-0.14281063,-0.664865,-10.605562,-0.5019726,-4.6980033,-1.5939164,-14.018576,-1.922662,-4.865425,-3.3917263,-4.8792524,-2.6281197,-1.7500144,-2.3722894,-2.5197027,-2.3913734,1.1475544,-0.37771785,3.7480402,1.1145079,3.9507554,0.86352724,3.3801546,2.349462,irem,uzgun
-581.98505,79.12546,27.044786,35.68318,11.638547,0.29168245,-8.79216,2.4509385,-2.055391,1.1818181,2.7773304,-7.868523,-2.8710182,-4.985839,-5.382331,-0.89327306,-4.19908,-6.500682,-5.4910483,-2.1685262,-6.4295835,-5.1016197,-2.645519,-2.9576857,-2.4593925,-1.2890377,-2.6954422,-1.487112,-1.4076921,1.908904,2.161264,1.0088637,3.0284023,3.838289,1.5391347,0.8559958,0.4759251,-0.20617631,-1.4855169,-0.4637548,nazli,korku
-528.5114,107.21561,34.23989,32.879574,0.28943095,-11.013841,-7.789619,7.735656,1.1755582,0.91613626,-1.3368466,-8.226397,-6.7411046,-6.872341,-6.032632,-4.8832064,-4.2264953,-6.3169312,-5.71747,-3.4729474,-7.542596,-5.9207215,-4.3904896,-2.3280783,-5.0719624,-2.5729344,-3.2165546,-2.3272142,0.4107431,0.32586017,1.687254,3.986921,2.5569687,6.1938767,4.1357865,3.6001716,4.930493,1.5743101,0.12478658,-0.29554436,nazli,korku
-495.9497,92.310295,37.454723,30.890528,-0.46835756,-4.080529,-6.79651,-3.1201832,-14.833031,-0.8898139,-1.9487139,-16.761202,-14.337358,-5.334863,-6.752441,-9.002687,-3.5922155,-3.025062,-5.8939457,-1.8360829,-8.948784,-4.838872,-5.3952284,-3.4323964,-3.8415754,1.6100773,-0.5128552,1.8454199,0.82072467,2.5317383,1.9302573,3.7586005,4.1372232,5.979085,3.9687655,2.1153831,-0.84901863,1.3578228,-2.5206301,0.22843613,nazli,korku
-526.39526,114.66244,33.62812,40.891724,-5.5334954,-8.894196,8.009959,6.813201,-19.380112,-13.146743,-0.4500241,-11.457279,-9.421761,-8.677155,-13.084293,2.2828932,5.950669,-5.6967826,-4.197358,-0.65469944,-4.363931,-3.270639,-5.223229,-5.1637554,-5.5936217,-5.6323533,-4.511223,-0.21699122,-1.6239487,0.6411787,4.2666693,4.3771076,3.2216,7.907149,4.4220343,1.2022429,-0.0864623,-0.34118357,-1.0781671,0.061374627,nazli,korku
-485.61682,105.973976,29.55812,26.875755,-3.5188081,7.789153,4.405521,-12.979695,-15.953832,-4.7228265,-12.213516,-20.351898,-13.926743,-7.9886484,-6.7480497,1.2916865,4.3114986,-4.4870906,-5.990399,0.008928956,-8.287627,-6.458709,-7.4805613,-3.2595725,-4.2454658,-3.5814726,-0.25570703,4.6412086,1.8778514,2.8442469,3.1728792,4.2906404,1.7304649,4.8449287,2.5816498,0.4349293,-0.915836,1.7238641,-1.287811,1.0592064,nazli,korku
-445.56085,99.91889,13.299924,18.709024,7.442932,3.088297,-21.957043,-17.772589,-15.535873,-1.4117134,-5.0604367,-17.178179,-5.6959195,-2.7951448,-7.203212,-7.4710507,-4.4419093,-11.13091,-14.148272,0.4298141,-11.42077,-4.755516,-6.161807,-4.951265,-2.7131145,-0.5704449,3.3749475,9.148037,5.3491125,8.196467,7.1096334,5.7973433,0.97611105,0.49915466,-1.4256126,-1.3263274,0.14817116,1.1281428,-2.1047804,-2.0712795,nazli,mutlu
-496.58936,107.47366,33.2157,38.70533,6.393764,-3.145768,-24.259693,-2.334969,-8.688796,-11.7860365,0.41048157,-6.5915937,-6.530839,-6.270385,-6.515521,-7.7404613,-8.79239,-8.568957,-6.5503516,-0.55093324,-11.56314,-8.32061,-4.8047457,-3.6738155,-4.872929,-6.36495,-1.9730002,1.5337903,-0.46874532,2.9403567,2.5219665,4.1467013,3.454202,5.734797,3.26285,2.3139124,1.0387332,0.5893885,0.26197422,1.1042471,nazli,mutlu
-501.4406,119.047966,28.95503,39.21293,6.5712543,-9.686544,-20.084106,-8.717348,-10.0705,-3.9780297,4.944367,-11.452692,-8.316203,-6.735808,-11.9762,-1.5294349,-6.9758053,-15.431972,-3.479884,-2.4443426,-8.823059,-2.4759932,-8.460614,-6.1082106,-4.7694254,-4.5756993,0.2670833,1.9558718,2.1461055,6.038161,8.353291,5.965094,4.971269,6.4372463,3.829127,0.12562108,1.5975676,4.5217195,-0.7484255,-1.1760416,nazli,mutlu
-496.23465,109.38068,30.839886,37.069576,10.017663,-3.3068914,-19.550947,-10.867177,-19.622684,-3.2193859,8.093107,-12.413864,-4.8480644,-6.9030337,-12.05187,-1.4226407,-6.104194,-14.062234,-7.119482,0.78027844,-8.795412,-5.873907,-4.854945,-4.2854137,-3.6632042,-3.8617356,1.195954,3.5517056,2.2582207,6.368101,8.018384,9.05041,7.3976197,5.702603,2.262042,-0.2830448,-0.41333753,0.6760936,-0.95291233,0.4475098,nazli,mutlu
-492.6598,104.57605,27.55078,33.27788,7.20292,-2.4007826,-13.638455,-12.0176525,-17.257439,-1.4626814,7.505716,-13.148561,-9.436559,-5.666354,-9.41985,-6.0770926,-10.793749,-11.554088,-4.986832,-1.1968036,-9.920951,-7.6978316,-6.1322837,-4.917143,-5.8222556,-1.6133565,2.7123575,3.0268734,4.456625,8.806952,6.457884,5.114636,5.2252245,5.12727,-0.6252078,-0.7162449,-0.0054921308,1.3398938,-0.63209873,-0.33366582,nazli,mutlu
-521.84827,102.25929,41.499134,32.299557,-1.3965414,-10.866957,-1.5904207,1.5067221,-10.16919,-3.7077155,-10.363686,-18.98298,-11.976828,-13.804191,-10.057611,9.130593,4.208698,-12.007943,-0.9351518,1.8425058,-8.9577675,-4.5153475,-1.9849807,-5.6035566,-7.2669616,-1.6628814,-0.90197206,-0.61232084,-3.1706777,-1.5089445,2.45124,2.1581404,2.6785247,2.785132,1.7505761,1.9334891,1.758899,1.7359722,-0.3315317,0.046187915,nazli,notr
-518.9729,101.759674,28.993082,18.292095,-4.6802115,4.5702825,-10.545885,-18.456684,-2.6510065,1.192142,-11.152914,-19.187082,-15.546486,-6.578676,-6.274733,2.8052666,6.369088,-3.7474406,-5.8086257,0.15699998,-4.4217334,-4.1456904,-2.4147189,-5.8521357,-4.270018,-3.092669,-3.2436934,3.9357257,-1.6408652,1.4846166,2.9831579,4.024289,5.869335,1.6547786,-4.536918,-2.4327958,0.23195355,1.0739971,0.87086755,1.194998,nazli,notr
-543.2162,88.407936,40.1275,38.78096,7.9759316,-9.932512,-7.097636,4.1619015,-3.1185107,-9.193751,-11.516264,-14.272596,-9.149165,-6.401057,-3.2161987,5.639941,-0.4212387,-5.942184,3.7809184,-3.2576277,-9.394187,-2.3976345,-5.1256485,-5.62433,-3.2217772,-4.01629,-2.362591,-0.40506417,-4.045381,-0.17463517,3.788673,3.9010105,2.0171413,3.2890525,3.529507,-0.8036473,0.95628417,2.288578,-1.0602218,-0.45302036,nazli,notr
-530.0086,114.5037,54.597023,33.75322,23.289673,2.7329826,-10.485085,-8.8361025,-13.6136055,-9.916255,-2.2269251,-3.423425,-8.701321,-8.944968,3.3918688,6.9642587,1.5017505,-4.3858695,-4.3389397,-2.3229382,-7.510253,-5.592339,0.04456626,0.8749387,-4.187319,-7.914652,-4.995807,-4.080201,-4.299909,-3.2729406,0.50161076,3.1200733,2.7759898,3.9947646,3.8606517,2.8854594,2.765978,2.7458096,2.4354622,2.0552566,nazli,notr
-544.89954,79.3267,44.75131,36.667118,10.061119,-2.578636,-13.389218,-13.229403,-20.599817,-14.922818,0.5302794,-1.9625745,-6.6840625,-5.933668,-0.15519743,2.7949355,-2.4375882,-6.9771075,-5.036787,-2.2274914,-6.8009796,-5.929087,-1.9997629,-2.9718373,-6.0624156,-5.9137754,-3.8988242,-4.63554,-2.858907,0.29290706,0.64155155,1.7285867,1.3338941,3.150364,1.9749255,0.58264285,1.1866066,1.8543224,2.6857417,1.4723846,nazli,notr
-483.66864,86.55131,24.248447,11.748183,-14.690145,-19.892057,-4.92398,12.0719795,-17.841507,-14.229901,3.372963,-11.309635,-14.373154,-9.57828,-8.444312,-1.6745151,-5.324023,-4.3980584,-0.9433609,2.287129,-7.8467264,0.6965341,-2.9512691,0.9493422,-1.0271716,8.544135,4.2291503,6.625851,3.1345782,4.391752,2.2249458,-3.1721191,-0.6100691,0.5777057,-2.0938542,-1.0114596,-2.474381,-0.3380406,-2.4651926,-1.467089,nazli,saskin
-444.95004,104.5272,25.777143,0.46369934,-21.624018,-3.3337781,-4.358945,-3.4103029,-20.328548,-23.11545,-10.037067,-10.083666,-12.562104,-14.98223,-8.119308,-3.6247132,-5.7692122,-4.4219947,-5.1064262,0.17604241,-3.550533,-1.042633,3.7145474,2.2792416,-1.624683,-3.1991978,0.7111806,-0.7544069,0.381524,5.6672473,1.849243,1.4755332,-2.2367795,1.1532547,0.8039682,3.7167482,2.6321313,-0.385313,-0.82966644,-3.4065912,nazli,saskin
-509.03183,107.7737,35.816467,30.07951,-11.772236,-1.4479532,0.31667572,0.020026313,-8.891522,-19.257254,-10.960028,-8.250652,-14.785813,-16.00024,-5.609809,-4.8377852,-6.0095463,-3.6079025,-6.1254272,-5.284081,-6.9910846,-4.800315,-3.5536754,-5.7509503,1.1641148,3.2304406,4.225524,7.079763,5.8478317,6.368322,3.578873,1.3041766,-0.7594206,1.9075842,-0.11080127,-2.186049,0.35688183,0.69399875,1.0268253,-0.1350686,nazli,saskin
-472.203,81.13859,24.398209,34.421978,4.540841,-15.618098,-15.050021,2.4463649,-11.388362,-20.030289,-7.0825295,-16.517708,-14.744168,-9.155796,-11.839049,-7.0212665,0.100683935,0.32611063,-1.2324202,4.853551,1.1246507,-0.19636127,0.42426205,-0.98176926,-1.6994677,-3.0429008,0.95840186,3.6205397,1.0197312,1.36004,2.9205053,5.8365993,3.6987011,1.6400808,-1.025639,-0.88611484,-1.8955001,0.10249715,-0.573173,0.36510006,nazli,saskin
-477.8075,70.52969,21.030077,7.409197,-14.1292,-6.464819,5.061341,5.562706,-15.940178,-8.396596,1.2064567,-8.157627,-6.770016,-11.154882,-7.3162146,-0.566063,-2.880293,-0.122464746,-0.5515194,5.2534757,1.4984134,1.6504363,4.51727,4.6330185,1.4078776,1.1790284,-1.2150507,-2.8768764,-1.2721593,0.64148575,1.8749787,2.681664,-3.5651848,2.4561265,-3.4987774,-2.7633634,-2.4187849,-0.457391,-1.1130841,-1.7113792,nazli,saskin
-422.0259,77.73238,8.908792,17.60561,6.7941217,4.94748,-32.130844,-17.844004,-4.1471086,-4.34977,-7.1643567,-10.821348,-8.908279,-5.092414,-12.823013,-6.558586,-8.485005,-10.617782,-4.6944795,2.511727,-12.286001,-1.2388277,1.3873488,1.9984783,3.8043828,8.476766,3.4168553,3.5838416,1.6444098,2.0247521,-0.96593046,-0.23929074,-2.3675237,0.04387037,-2.359059,-2.0215337,-1.7711914,0.19280256,-0.6839592,0.025816733,nazli,sinirli
-452.2118,119.629524,20.77429,15.959003,-4.250246,-13.689877,-21.234638,-0.2292141,-2.6968126,-11.724885,-3.3460207,-9.838406,-8.080792,-11.276493,-13.270222,-9.76041,-7.120345,-5.360176,-7.6799545,-3.9727538,-10.217961,-3.198303,3.302156,2.323787,3.405833,1.8974848,3.1522238,4.8338375,4.736236,4.6516085,2.006153,1.6177013,-0.9469518,1.2443645,-2.0024683,-1.9485779,0.29083806,-1.8837252,-1.5995666,-1.6813581,nazli,sinirli
-490.278,88.58853,20.418036,22.917881,-0.53240913,2.8492632,-9.415799,-10.618608,-13.903531,3.0296168,5.866858,-9.678025,-3.8794644,-5.762101,-11.30611,-5.527771,-6.650298,-8.933108,-6.043902,-3.2195518,-8.2318125,-4.7142787,-3.7322342,-1.7445079,0.79886556,5.4146705,6.603751,8.157592,4.4176245,2.749871,0.4622123,0.55278313,-1.6265273,0.62068427,-0.42223167,0.36584133,0.36930087,0.2614985,-1.8629102,-0.049497843,nazli,sinirli
-460.19284,110.77432,16.85867,27.960106,0.24342282,-9.033895,-21.435408,-7.839902,-10.464217,-3.319559,1.1173203,-15.699918,-8.414386,-7.496639,-14.899049,-6.5020413,-10.4955,-11.031305,-2.7796378,-5.010139,-13.5264015,-3.1440353,-3.0153508,1.0247046,1.696772,-1.0151376,3.348283,4.394914,5.088703,6.2117524,5.012879,5.2671847,-0.68924814,2.293252,0.74575293,-1.0356946,-1.1860617,-0.07303015,-0.7363042,-0.4385305,nazli,sinirli
-417.24518,88.734795,19.559467,18.19702,-4.938746,-9.866847,-20.511108,-5.4776254,-12.445974,-5.4058433,-2.5071704,-11.902286,-6.5337987,-9.112916,-9.859002,-5.1328998,-11.921047,-9.963229,-4.5086923,-1.8746738,-9.133352,-4.0584655,-3.8777943,0.90977913,-1.2624463,-0.25120604,5.7964525,6.3254676,4.8922925,7.9366593,5.0736523,4.1495876,0.42618433,3.4943001,0.75230134,0.64759123,-0.34756398,-1.6758722,-2.1186206,-1.4655955,nazli,sinirli
-542.49243,99.61785,32.761738,32.9222,14.612824,3.6504757,-13.811063,-8.44512,-3.202276,3.3062353,-1.1287192,-10.093585,-7.962768,-12.762649,-8.805416,0.96764296,-3.790498,-8.929243,-8.239513,-4.1935062,-10.07938,-3.3153322,-0.9955983,-6.088922,-4.067932,-1.7575028,-3.0592942,-0.97051865,0.7177995,1.1470405,0.13309394,-0.40015474,1.3656665,3.5931497,1.4085678,2.0674922,2.3558075,2.8953032,1.719668,2.8154037,nazli,uzgun
-536.514,103.767456,28.81729,35.504223,13.016234,8.474263,-8.728923,-13.395889,-17.166807,2.7853668,7.5169787,-17.95166,-9.442942,-3.1313183,-10.879396,-1.4394532,-3.470378,-10.310911,-5.9223266,-4.4053974,-6.363203,-4.249344,-3.7699983,-5.9314528,-4.0481253,-2.223886,-2.881783,-0.9096368,-0.46572655,-0.40946537,0.62209165,1.255892,1.9350443,4.8413534,4.744427,2.8140762,4.273657,5.453664,1.349061,1.0314431,nazli,uzgun
-550.02106,123.153984,36.746613,39.1723,3.2554955,-5.450715,-7.0124836,-6.5847664,-11.213106,-0.034930233,4.7383256,-15.896961,-7.291486,-6.033195,-12.489256,-0.37066022,-7.6107264,-11.06203,-1.4491358,-4.9312396,-7.595669,-3.586405,-7.1881223,-6.865665,-2.580718,-4.513037,-5.5662932,-2.1717598,-2.4384248,-2.936054,-0.11640092,0.9155831,1.1166122,4.5447044,5.38903,4.0953765,5.297474,5.485965,2.1679149,1.8566757,nazli,uzgun
-510.6304,109.85604,35.877903,45.01869,-1.1451327,-19.950247,-12.08338,1.6934628,-8.727052,-4.3890505,3.0043297,-12.802655,-8.571408,-5.9921665,-7.542334,-0.821377,-9.512744,-11.986448,-2.9349213,-3.2001944,-8.309459,-7.2985635,-4.8432326,-3.9366386,-8.015989,-3.7030618,-0.915542,0.3581134,-0.5768319,3.906603,7.495573,4.8881536,4.8431067,6.462074,3.6383264,1.590454,-0.19056903,1.1603436,0.8666208,0.6973683,nazli,uzgun
-543.07684,93.70746,35.559757,41.04729,8.187396,-0.34842083,-9.517942,-12.351508,-14.078508,5.552254,5.8414297,-15.24647,-4.533094,-5.2599006,-11.92538,-1.7942396,-8.242008,-11.606119,-3.1253393,-2.3529353,-8.757746,-4.6149106,-3.031918,-4.3665447,-3.9864802,-3.6527715,-2.9108424,-0.6780288,-1.6644433,1.8618858,3.6085947,4.1405506,4.3450665,7.6942945,5.602198,2.2024667,3.7366185,3.1843615,0.82356524,1.3412305,nazli,uzgun
